Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence
PGENE_1T	811	1.0	80.914	9.977%	21.15	4.118%	0.0368
PGENE_2T	1005	0.999	174.092	17.323%	63.087	9.267%	0.0806
PGENE_4T	1075	1.0	78.227	7.277%	14.986	2.256%	0.0288
PGENE_5T	923	0.999	95.084	10.302%	19.655	3.987%	0.0385
PGENE_6T	775	0.999	128.187	16.54%	41.852	8.69%	0.0651
PGENE_8T	644	0.999	99.595	15.465%	29.271	7.881%	0.0543
PGENE_9T	956	0.999	174.995	18.305%	58.748	9.617%	0.0661
PGENE_10T	1095	0.999	211.206	19.288%	76.375	10.531%	0.0782
AC_WGS_1T	1451	1.0	97.186	6.698%	23.306	2.634%	0.023
AC_WGS_2T	1549	0.999	201.286	12.995%	44.646	5.498%	0.0385
AC_WGS_4	1314	0.999	222.983	16.97%	77.073	9.237%	0.0541
AC_WGS_5	1520	1.0	97.517	6.416%	18.085	2.185%	0.0174
AC_WGS_6	1765	1.0	85.921	4.868%	16.259	1.512%	0.0147
AC_WGS_9T	1785	1.0	186.792	10.465%	64.83	5.475%	0.028
AC_WGS_10	1203	1.0	124.145	10.32%	30.122	4.514%	0.031
AC_WGS_44	1301	0.999	252.699	19.423%	87.5	9.998%	0.0884
AC_WGS_12	1070	1.0	113.263	10.585%	35.91	5.396%	0.0354
AC_WGS_13T	1273	1.0	85.302	6.701%	14.512	2.021%	0.0227
AC_WGS_15	1511	1.0	206.93	13.695%	63.167	6.45%	0.0533
AC_WGS_17	1260	1.0	125.409	9.953%	40.931	5.163%	0.0346
AC_WGS_18T	1378	0.999	218.909	15.886%	76.127	8.537%	0.0689
AC_WGS_20T	1146	1.0	181.163	15.808%	62.011	8.457%	0.0717
AC_WGS_22	1036	1.0	90.563	8.742%	18.767	3.236%	0.0367
AC_WGS_23	1559	1.0	89.006	5.709%	16.605	1.951%	0.0219
AC_WGS_24	584	1.0	82.223	14.079%	26.049	7.277%	0.0619
AC_WGS_25	1288	1.0	151.707	11.778%	52.958	6.344%	0.0444
AC_WGS_26	1179	0.998	254.895	21.62%	91.147	12.289%	0.0857
AC_WGS_27	1253	1.0	132.324	10.561%	40.9	5.314%	0.0363
AC_WGS_30	1358	1.0	131.76	9.703%	31.395	3.991%	0.0256
AC_WGS_31	1566	0.999	258.582	16.512%	95.902	8.974%	0.0632
AC_WGS_32	1606	1.0	98.584	6.138%	19.607	1.949%	0.019
AC_WGS_33	1522	1.0	162.344	10.666%	39.889	5.034%	0.0224
AC_WGS_34	1668	1.0	110.19	6.606%	27.269	2.578%	0.0216
AC_WGS_35	1362	1.0	211.212	15.507%	74.958	8.156%	0.0636
AC_WGS_36	1860	1.0	164.756	8.858%	45.221	3.996%	0.0256
AC_WGS_39	1833	1.0	141.609	7.726%	34.814	3.016%	0.0209
AC_WGS_40	1108	0.999	199.231	17.981%	64.247	9.197%	0.079
AC_WGS_41	1550	1.0	84.276	5.437%	14.51	1.631%	0.0165
AC_WGS_42	1038	0.999	180.124	17.353%	60.824	9.134%	0.0707
AC_WGS_43	1426	1.0	213.55	14.975%	74.18	7.988%	0.0592
AC_WGS_45	1235	0.999	234.465	18.985%	85.004	10.266%	0.084
AC_WGS_46	1269	0.999	210.249	16.568%	71.97	8.731%	0.074
AC_WGS_49	1064	1.0	68.163	6.406%	13.273	2.115%	0.0319
AC_WGS_50	1136	0.999	132.058	11.625%	29.201	5.093%	0.0339
AC_WGS_51	1210	0.999	176.439	14.582%	61.878	8.221%	0.038
AC_WGS_52	1077	1.0	94.329	8.758%	22.198	3.634%	0.0243
AC_WGS_53	985	0.999	155.768	15.814%	51.75	8.433%	0.0556
AC_WGS_11	1317	1.0	124.8	9.476%	35.598	4.539%	0.0263
AC_WGS_37	1109	1.0	178.0	16.05%	62.285	8.693%	0.0582
RC596TH1	598	0.999	50.653	8.47%	9.853	3.311%	0.0486
RC597TH1	611	0.999	131.398	21.505%	38.667	11.486%	0.0917
RC598TH1	303	0.999	29.622	9.776%	5.688	3.693%	0.0638
RC599TH1	434	0.999	53.535	12.335%	9.471	5.145%	0.0511
RC602TH1	559	1.0	51.445	9.203%	10.54	3.632%	0.0411
RC603TH1	1119	0.999	99.508	8.893%	18.155	4.592%	0.0202
