Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence
PGENE_1T	3358	0.988	517.453	15.41%	71.492	15.775%	0.0233
PGENE_2T	78	0.838	61.882	79.336%	10.835	55.292%	0.5737
PGENE_4T	11503	0.999	745.476	6.481%	137.057	4.341%	0.0045
PGENE_5T	3212	0.992	431.536	13.435%	61.697	12.946%	0.0187
PGENE_6T	611	0.96	159.724	26.141%	23.288	27.989%	0.0823
PGENE_8T	2561	0.994	352.845	13.778%	50.133	11.456%	0.0193
PGENE_9T	856	0.975	192.531	22.492%	28.629	22.392%	0.0533
PGENE_10T	947	0.96	256.593	27.095%	34.735	28.182%	0.0639
AC_WGS_1T	1819	0.988	288.152	15.841%	38.526	15.479%	0.025
AC_WGS_2T	24682	1.0	119.238	0.483%	22.084	0.352%	0.0
AC_WGS_4	2094	0.992	317.982	15.185%	43.679	12.715%	0.025
AC_WGS_5	8904	1.0	243.666	2.737%	39.229	2.774%	0.0008
AC_WGS_6	6623	0.994	588.069	8.879%	92.01	10.985%	0.0069
AC_WGS_9T	3208	0.983	496.188	15.467%	77.701	18.477%	0.0232
AC_WGS_10	3908	0.995	351.461	8.993%	50.931	9.554%	0.0074
AC_WGS_44	36	0.634	46.935	130.375%	7.264	78.33%	1.1768
AC_WGS_12	1535	0.989	250.924	16.347%	36.367	14.69%	0.0333
AC_WGS_13T	10521	1.0	79.869	0.759%	22.682	0.758%	0.0
AC_WGS_15	1128	0.975	251.697	22.314%	33.972	22.257%	0.043
AC_WGS_17	2824	0.996	295.838	10.476%	37.82	8.395%	0.0126
AC_WGS_18T	27	0.541	39.263	145.419%	7.37	85.101%	1.4207
AC_WGS_20T	45	0.694	48.544	107.876%	8.509	73.234%	0.9954
AC_WGS_22	2804	0.986	468.177	16.697%	63.894	16.584%	0.0234
AC_WGS_23	7865	0.994	824.678	10.485%	114.575	10.508%	0.0106
AC_WGS_24	92	0.764	73.354	79.733%	11.701	65.207%	0.5665
AC_WGS_25	1145	0.98	232.836	20.335%	31.378	19.815%	0.0403
AC_WGS_26	734	0.962	197.716	26.937%	26.136	27.374%	0.0706
AC_WGS_27	1590	0.964	392.098	24.66%	61.728	26.608%	0.0558
AC_WGS_30	5311	0.974	913.709	17.204%	156.6	22.65%	0.0258
AC_WGS_31	35	0.622	41.68	119.086%	7.107	78.967%	1.1054
AC_WGS_32	4184	0.985	689.684	16.484%	92.536	17.342%	0.0218
AC_WGS_33	20315	0.998	1321.348	6.504%	242.868	6.108%	0.0056
AC_WGS_34	5428	0.992	760.477	14.01%	135.015	12.625%	0.0167
AC_WGS_35	214	0.888	112.505	52.572%	15.467	46.175%	0.2824
AC_WGS_36	4092	0.991	621.021	15.176%	99.449	13.558%	0.0202
AC_WGS_39	3772	0.992	472.862	12.536%	64.589	12.732%	0.0158
AC_WGS_40	31	0.57	44.209	142.61%	9.102	83.438%	1.4082
AC_WGS_41	10093	0.997	981.24	9.722%	139.212	8.275%	0.009
AC_WGS_42	24	0.536	34.879	145.329%	7.885	86.032%	1.5087
AC_WGS_43	64	0.755	59.502	92.972%	8.162	65.771%	0.7558
AC_WGS_45	36	0.666	40.856	113.489%	6.474	75.259%	0.989
AC_WGS_46	49	0.644	57.604	117.559%	8.242	76.857%	1.0224
AC_WGS_49	2314	0.992	346.96	14.994%	45.613	12.887%	0.0256
AC_WGS_50	8271	0.999	357.988	4.328%	48.756	4.475%	0.002
AC_WGS_51	1950	0.985	347.998	17.846%	45.52	16.981%	0.0285
AC_WGS_52	3902	0.991	497.166	12.741%	70.904	13.089%	0.0175
AC_WGS_53	580	0.979	141.162	24.338%	19.273	20.164%	0.0841
AC_WGS_11	3303	0.996	347.623	10.524%	47.241	8.664%	0.0122
AC_WGS_37	631	0.961	194.952	30.896%	28.872	27.515%	0.1152
RC596TH1	2476	0.995	352.491	14.236%	82.615	11.062%	0.0164
RC597TH1	1009	0.993	167.684	16.619%	25.252	11.787%	0.0359
RC598TH1	985	0.978	225.268	22.87%	33.263	21.122%	0.06
RC599TH1	3205	0.98	599.159	18.695%	82.774	19.937%	0.0313
RC602TH1	1818	0.991	305.466	16.802%	41.644	13.016%	0.0328
RC603TH1	44688	1.0	1483.815	3.32%	259.204	2.351%	0.0018
