Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence
PGENE_1T	3358	0.939	975.554	29.052%	159.598	35.216%	0.0778
PGENE_2T	78	0.546	82.055	105.199%	16.416	83.773%	0.9463
PGENE_4T	11503	0.977	2766.418	24.05%	713.421	22.598%	0.0423
PGENE_5T	3212	0.957	809.901	25.215%	140.214	29.422%	0.054
PGENE_6T	611	0.879	261.181	42.746%	40.682	48.894%	0.1498
PGENE_8T	2561	0.852	1136.948	44.395%	229.519	52.45%	0.1786
PGENE_9T	856	0.931	281.227	32.854%	46.564	36.42%	0.1027
PGENE_10T	947	0.875	376.036	39.708%	62.48	50.693%	0.1177
AC_WGS_1T	1819	0.952	506.275	27.833%	79.803	32.063%	0.0597
AC_WGS_2T	24682	0.999	1239.906	5.024%	311.73	4.966%	0.0022
AC_WGS_4	2094	0.931	709.8	33.897%	126.977	36.963%	0.0885
AC_WGS_5	8904	0.907	3391.197	38.086%	595.815	42.124%	0.1121
AC_WGS_6	6623	0.916	1954.808	29.515%	365.135	43.592%	0.0889
AC_WGS_9T	3208	0.908	955.218	29.776%	183.272	43.582%	0.0779
AC_WGS_10	3908	0.913	1212.751	31.033%	229.37	43.028%	0.1053
AC_WGS_44	36	0.417	52.057	144.603%	8.487	91.518%	1.4951
AC_WGS_12	1535	0.947	439.534	28.634%	81.141	32.775%	0.0702
AC_WGS_13T	10521	0.482	9677.522	91.983%	2622.937	87.645%	0.6978
AC_WGS_15	1128	0.934	368.46	32.665%	55.348	36.261%	0.0862
AC_WGS_17	2824	0.897	1034.357	36.627%	198.905	44.153%	0.1133
AC_WGS_18T	27	0.314	42.495	157.389%	8.29	95.725%	1.9335
AC_WGS_20T	45	0.513	55.652	123.671%	10.045	86.454%	1.3314
AC_WGS_22	2804	0.928	847.645	30.23%	144.764	37.574%	0.0699
AC_WGS_23	7865	0.97	1635.453	20.794%	279.159	25.603%	0.0386
AC_WGS_24	92	0.623	88.195	95.864%	14.164	78.933%	0.8097
AC_WGS_25	1145	0.918	392.036	34.239%	63.251	39.942%	0.0962
AC_WGS_26	734	0.897	271.968	37.053%	43.813	45.888%	0.1147
AC_WGS_27	1590	0.89	624.988	39.307%	106.844	46.056%	0.1251
AC_WGS_30	5311	0.895	1599.866	30.124%	321.414	46.487%	0.0907
AC_WGS_31	35	0.386	49.496	141.417%	8.386	93.178%	1.5
AC_WGS_32	4184	0.97	880.049	21.034%	136.507	25.582%	0.0386
AC_WGS_33	20315	0.986	4237.523	20.859%	692.506	17.415%	0.0414
AC_WGS_34	5428	0.869	2289.727	42.184%	564.629	52.798%	0.1312
AC_WGS_35	214	0.834	128.393	59.997%	18.49	55.2%	0.3448
AC_WGS_36	4092	0.899	1452.139	35.487%	338.272	46.118%	0.1119
AC_WGS_39	3772	0.962	895.389	23.738%	140.356	27.667%	0.047
AC_WGS_40	31	0.27	48.757	157.281%	10.569	96.886%	2.0367
AC_WGS_41	10093	0.938	3041.847	30.138%	617.886	36.729%	0.0804
AC_WGS_42	24	0.316	35.205	146.688%	8.727	95.219%	1.9372
AC_WGS_43	64	0.651	64.742	101.159%	9.524	76.747%	0.8885
AC_WGS_45	36	0.449	47.273	131.314%	7.756	90.162%	1.3584
AC_WGS_46	49	0.512	60.659	123.794%	9.294	86.667%	1.1905
AC_WGS_49	2314	0.945	680.815	29.422%	118.195	33.393%	0.0734
AC_WGS_50	8271	0.895	2494.447	30.159%	507.399	46.568%	0.1065
AC_WGS_51	1950	0.966	461.373	23.66%	69.493	25.924%	0.0529
AC_WGS_52	3902	0.975	755.857	19.371%	119.428	22.046%	0.0354
AC_WGS_53	580	0.939	205.095	35.361%	32.998	34.523%	0.123
AC_WGS_11	3303	0.929	997.053	30.186%	211.712	38.826%	0.0795
AC_WGS_37	631	0.9	301.826	47.833%	45.818	43.664%	0.1919
RC596TH1	2476	0.751	1603.112	64.746%	540.644	72.389%	0.3752
RC597TH1	1009	0.821	586.115	58.089%	122.695	57.27%	0.2803
RC598TH1	985	0.861	453.272	46.017%	80.182	50.915%	0.1676
RC599TH1	3205	0.945	900.902	28.109%	140.214	33.773%	0.0695
RC602TH1	1818	0.969	548.691	30.181%	86.17	26.933%	0.0842
RC603TH1	44688	0.999	3038.56	6.799%	536.495	4.865%	0.0056
