Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence
PGENE_1T	3358	0.876	1270.479	37.834%	259.51	57.263%	0.1296
PGENE_2T	78	0.524	80.203	102.824%	16.828	85.875%	0.971
PGENE_4T	11503	0.865	6263.26	54.449%	1816.577	57.54%	0.2295
PGENE_5T	3212	0.736	1693.754	52.732%	361.115	75.776%	0.1926
PGENE_6T	611	0.786	337.537	55.243%	60.692	72.943%	0.2204
PGENE_8T	2561	0.801	1233.888	48.18%	268.449	61.347%	0.2207
PGENE_9T	856	0.898	334.785	39.11%	60.423	47.26%	0.1215
PGENE_10T	947	0.746	522.178	55.14%	101.341	82.223%	0.2221
AC_WGS_1T	1819	0.922	648.61	35.658%	114.044	45.82%	0.086
AC_WGS_2T	24682	0.824	17058.13	69.112%	3759.68	59.895%	0.3515
AC_WGS_4	2094	0.912	756.301	36.118%	142.187	41.39%	0.094
AC_WGS_5	8904	0.707	4882.441	54.834%	1086.768	76.835%	0.2508
AC_WGS_6	6623	0.864	2809.852	42.426%	538.357	64.273%	0.1429
AC_WGS_9T	3208	0.817	1513.448	47.177%	295.776	70.335%	0.1577
AC_WGS_10	3908	0.889	1466.39	37.523%	287.178	53.872%	0.1223
AC_WGS_44	36	0.322	53.116	147.544%	9.204	99.249%	1.6453
AC_WGS_12	1535	0.923	493.791	32.169%	96.947	39.16%	0.0844
AC_WGS_13T	10521	0.322	10277.133	97.682%	2922.767	97.664%	0.9871
AC_WGS_15	1128	0.845	531.016	47.076%	96.567	63.266%	0.1607
AC_WGS_17	2824	0.87	1050.258	37.19%	229.759	51.002%	0.1337
AC_WGS_18T	27	0.293	42.369	156.922%	8.47	97.803%	1.9456
AC_WGS_20T	45	0.468	58.027	128.949%	10.416	89.647%	1.4408
AC_WGS_22	2804	0.831	1343.51	47.914%	249.73	64.818%	0.1567
AC_WGS_23	7865	0.95	2445.187	31.089%	407.309	37.356%	0.0623
AC_WGS_24	92	0.601	90.325	98.179%	14.868	82.856%	0.8331
AC_WGS_25	1145	0.824	535.103	46.734%	103.908	65.616%	0.1642
AC_WGS_26	734	0.737	436.018	59.403%	79.857	83.639%	0.2417
AC_WGS_27	1590	0.857	670.68	42.181%	131.551	56.706%	0.1517
AC_WGS_30	5311	0.79	2597.145	48.901%	520.932	75.344%	0.1848
AC_WGS_31	35	0.285	54.072	154.491%	9.144	101.6%	1.7302
AC_WGS_32	4184	0.796	1990.824	47.582%	405.335	75.961%	0.1623
AC_WGS_33	20315	0.949	7208.614	35.484%	1358.232	34.157%	0.0851
AC_WGS_34	5428	0.637	3221.11	59.342%	845.051	79.02%	0.283
AC_WGS_35	214	0.747	153.419	71.691%	24.094	71.93%	0.4213
AC_WGS_36	4092	0.669	2368.001	57.869%	569.472	77.638%	0.2613
AC_WGS_39	3772	0.864	1494.719	39.627%	304.196	59.962%	0.1181
AC_WGS_40	31	0.212	49.694	160.303%	10.982	100.672%	2.1937
AC_WGS_41	10093	0.867	3488.859	34.567%	853.821	50.754%	0.1081
AC_WGS_42	24	0.289	35.924	149.683%	8.855	96.616%	2.0554
AC_WGS_43	64	0.644	64.59	100.922%	9.759	78.64%	0.903
AC_WGS_45	36	0.424	48.004	133.344%	8.071	93.823%	1.4085
AC_WGS_46	49	0.475	62.591	127.737%	9.823	91.6%	1.2815
AC_WGS_49	2314	0.708	1290.227	55.757%	277.146	78.3%	0.2253
AC_WGS_50	8271	0.785	3774.402	45.634%	821.489	75.395%	0.2009
AC_WGS_51	1950	0.87	780.826	40.042%	154.005	57.451%	0.1132
AC_WGS_52	3902	0.862	1497.898	38.388%	316.647	58.453%	0.1055
AC_WGS_53	580	0.933	221.438	38.179%	34.677	36.28%	0.1317
AC_WGS_11	3303	0.728	1674.683	50.702%	396.089	72.639%	0.1986
AC_WGS_37	631	0.881	319.099	50.57%	50.382	48.013%	0.2038
RC596TH1	2476	0.478	2003.345	80.911%	657.376	88.018%	0.5764
RC597TH1	1009	0.798	607.992	60.257%	129.342	60.372%	0.3016
RC598TH1	985	0.821	504.303	51.198%	94.142	59.779%	0.2097
RC599TH1	3205	0.78	1561.075	48.707%	321.3	77.39%	0.184
RC602TH1	1818	0.936	648.526	35.672%	112.815	35.261%	0.1132
RC603TH1	44688	0.902	22784.684	50.986%	5526.201	50.117%	0.1741
