Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence
PGENE_1T	811	0.999	112.109	13.824%	33.375	6.498%	0.0456
PGENE_2T	1005	0.999	228.663	22.753%	80.872	11.879%	0.1053
PGENE_4T	1075	1.0	104.562	9.727%	26.235	3.95%	0.0321
PGENE_5T	923	0.999	142.468	15.435%	34.949	7.089%	0.0497
PGENE_6T	775	0.999	177.685	22.927%	60.299	12.52%	0.0923
PGENE_8T	644	0.999	127.623	19.817%	39.129	10.535%	0.0687
PGENE_9T	956	0.999	228.09	23.859%	78.319	12.821%	0.0904
PGENE_10T	1095	0.999	264.841	24.186%	95.643	13.188%	0.0994
AC_WGS_1T	1451	1.0	169.93	11.711%	55.922	6.32%	0.0337
AC_WGS_2T	1549	0.999	212.745	13.734%	50.775	6.252%	0.0405
AC_WGS_4	1314	0.999	291.395	22.176%	101.896	12.212%	0.0734
AC_WGS_5	1520	1.0	104.781	6.893%	20.124	2.431%	0.0185
AC_WGS_6	1765	1.0	145.469	8.242%	42.832	3.982%	0.0182
AC_WGS_9T	1785	1.0	246.401	13.804%	87.099	7.356%	0.0373
AC_WGS_10	1203	0.999	170.021	14.133%	47.365	7.098%	0.041
AC_WGS_44	1301	0.999	338.459	26.015%	117.894	13.471%	0.1218
AC_WGS_12	1070	0.999	165.855	15.5%	55.4	8.325%	0.0505
AC_WGS_13T	1273	1.0	83.373	6.549%	14.122	1.966%	0.0231
AC_WGS_15	1511	0.999	304.424	20.147%	101.18	10.331%	0.0785
AC_WGS_17	1260	1.0	208.398	16.54%	71.939	9.075%	0.0539
AC_WGS_18T	1378	0.999	302.082	21.922%	104.315	11.698%	0.0951
AC_WGS_20T	1146	0.999	272.07	23.741%	94.335	12.865%	0.1092
AC_WGS_22	1036	0.999	122.733	11.847%	29.678	5.117%	0.0422
AC_WGS_23	1559	1.0	118.045	7.572%	22.927	2.694%	0.0248
AC_WGS_24	584	0.999	133.895	22.927%	44.696	12.487%	0.1004
AC_WGS_25	1288	0.999	229.06	17.784%	79.928	9.575%	0.0664
AC_WGS_26	1179	0.999	270.743	22.964%	94.664	12.763%	0.0906
AC_WGS_27	1253	0.999	215.533	17.201%	73.112	9.5%	0.0559
AC_WGS_30	1358	0.999	158.093	11.642%	41.236	5.242%	0.032
AC_WGS_31	1566	0.999	333.848	21.319%	122.058	11.422%	0.0842
AC_WGS_32	1606	1.0	165.913	10.331%	48.609	4.832%	0.0264
AC_WGS_33	1522	0.999	197.825	12.998%	45.842	5.785%	0.0329
AC_WGS_34	1668	1.0	163.488	9.801%	50.51	4.776%	0.028
AC_WGS_35	1362	0.999	296.674	21.782%	105.805	11.512%	0.0922
AC_WGS_36	1860	0.999	256.978	13.816%	82.666	7.305%	0.0381
AC_WGS_39	1833	1.0	215.116	11.736%	65.02	5.633%	0.031
AC_WGS_40	1108	0.999	288.872	26.071%	96.506	13.816%	0.1181
AC_WGS_41	1550	1.0	81.182	5.238%	14.496	1.63%	0.0166
AC_WGS_42	1038	0.999	268.889	25.905%	91.728	13.774%	0.1111
AC_WGS_43	1426	0.999	310.024	21.741%	108.789	11.714%	0.0898
AC_WGS_45	1235	0.999	316.236	25.606%	113.521	13.71%	0.1168
AC_WGS_46	1269	0.999	299.15	23.574%	104.817	12.716%	0.1079
AC_WGS_49	1064	1.0	132.551	12.458%	38.53	6.141%	0.0442
AC_WGS_50	1136	0.999	151.354	13.323%	34.676	6.048%	0.0397
AC_WGS_51	1210	0.999	237.791	19.652%	83.849	11.139%	0.0541
AC_WGS_52	1077	0.999	139.513	12.954%	41.709	6.828%	0.0325
AC_WGS_53	985	0.999	244.095	24.781%	82.812	13.494%	0.0943
AC_WGS_11	1317	0.999	210.969	16.019%	69.136	8.815%	0.043
AC_WGS_37	1109	0.999	261.043	23.539%	91.575	12.78%	0.0896
RC596TH1	598	0.999	99.038	16.562%	23.068	7.751%	0.0608
RC597TH1	611	0.996	210.201	34.403%	63.926	18.99%	0.1547
RC598TH1	303	0.998	61.087	20.161%	14.899	9.673%	0.0876
RC599TH1	434	0.999	52.011	11.984%	9.14	4.965%	0.052
RC602TH1	559	0.998	133.611	23.902%	37.379	12.88%	0.0858
RC603TH1	1119	0.992	232.149	20.746%	55.611	14.067%	0.0484
