Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence
PGENE_1T	3358	0.988	513.214	15.283%	69.939	15.432%	0.0227
PGENE_2T	78	0.856	61.061	78.283%	10.248	52.297%	0.5522
PGENE_4T	11503	0.999	822.314	7.149%	155.411	4.923%	0.0045
PGENE_5T	3212	0.992	435.351	13.554%	61.27	12.857%	0.0182
PGENE_6T	611	0.965	152.349	24.934%	21.769	26.163%	0.0728
PGENE_8T	2561	0.995	324.32	12.664%	46.82	10.699%	0.0165
PGENE_9T	856	0.98	172.824	20.19%	25.77	20.156%	0.0444
PGENE_10T	947	0.974	217.407	22.957%	27.821	22.572%	0.0468
AC_WGS_1T	1819	0.988	288.756	15.874%	39.222	15.758%	0.026
AC_WGS_2T	24682	1.0	90.772	0.368%	15.579	0.248%	0.0
AC_WGS_4	2094	0.991	342.787	16.37%	47.728	13.894%	0.027
AC_WGS_5	8904	1.0	190.715	2.142%	28.832	2.038%	0.0005
AC_WGS_6	6623	0.999	290.744	4.39%	37.701	4.501%	0.0017
AC_WGS_9T	3208	0.985	478.375	14.912%	71.823	17.079%	0.0215
AC_WGS_10	3908	0.996	319.916	8.186%	46.435	8.711%	0.006
AC_WGS_44	36	0.725	43.198	119.994%	6.565	70.792%	1.0249
AC_WGS_12	1535	0.99	241.316	15.721%	35.383	14.292%	0.0308
AC_WGS_13T	10521	1.0	72.501	0.689%	12.702	0.424%	0.0
AC_WGS_15	1128	0.975	247.454	21.937%	33.746	22.109%	0.0429
AC_WGS_17	2824	0.997	282.55	10.005%	35.832	7.954%	0.0124
AC_WGS_18T	27	0.615	37.926	140.467%	6.979	80.587%	1.3555
AC_WGS_20T	45	0.823	44.68	99.289%	7.114	61.228%	0.8073
AC_WGS_22	2804	0.994	294.267	10.495%	40.592	10.536%	0.0129
AC_WGS_23	7865	0.997	674.67	8.578%	89.6	8.218%	0.0079
AC_WGS_24	92	0.814	71.287	77.486%	10.613	59.144%	0.5501
AC_WGS_25	1145	0.983	219.049	19.131%	29.149	18.407%	0.0376
AC_WGS_26	734	0.966	189.595	25.83%	24.85	26.027%	0.068
AC_WGS_27	1590	0.97	360.44	22.669%	56.458	24.337%	0.0465
AC_WGS_30	5311	0.998	304.445	5.732%	43.066	6.229%	0.0028
AC_WGS_31	35	0.751	36.677	104.791%	6.127	68.078%	0.8807
AC_WGS_32	4184	0.988	617.888	14.768%	83.776	15.7%	0.018
AC_WGS_33	20315	0.998	1220.913	6.01%	228.808	5.754%	0.0055
AC_WGS_34	5428	0.996	602.181	11.094%	101.544	9.495%	0.0105
AC_WGS_35	214	0.904	107.056	50.026%	14.412	43.026%	0.2635
AC_WGS_36	4092	0.994	513.294	12.544%	78.533	10.707%	0.0142
AC_WGS_39	3772	0.994	405.944	10.762%	53.979	10.64%	0.0131
AC_WGS_40	31	0.749	39.125	126.21%	7.963	72.997%	1.2045
AC_WGS_41	10093	0.997	905.042	8.967%	128.339	7.629%	0.0071
AC_WGS_42	24	0.742	31.098	129.575%	6.886	75.132%	1.1719
AC_WGS_43	64	0.787	55.023	85.973%	7.684	61.919%	0.6871
AC_WGS_45	36	0.77	37.65	104.583%	5.66	65.796%	0.8759
AC_WGS_46	49	0.742	50.571	103.206%	7.271	67.802%	0.8947
AC_WGS_49	2314	0.993	322.368	13.931%	42.026	11.873%	0.0228
AC_WGS_50	8271	0.999	281.03	3.398%	38.198	3.506%	0.0012
AC_WGS_51	1950	0.987	318.801	16.349%	42.642	15.907%	0.0258
AC_WGS_52	3902	0.994	433.094	11.099%	60.988	11.258%	0.0138
AC_WGS_53	580	0.979	142.063	24.494%	19.321	20.214%	0.0848
AC_WGS_11	3303	0.996	348.602	10.554%	47.332	8.68%	0.0118
AC_WGS_37	631	0.97	180.996	28.684%	25.802	24.589%	0.0963
RC596TH1	2476	0.997	322.197	13.013%	66.388	8.889%	0.0154
RC597TH1	1009	0.993	178.075	17.649%	26.922	12.566%	0.0398
RC598TH1	985	0.986	187.747	19.061%	26.837	17.041%	0.0476
RC599TH1	3205	0.985	536.123	16.728%	72.194	17.389%	0.0244
RC602TH1	1818	0.993	280.703	15.44%	37.895	11.844%	0.0276
RC603TH1	44688	1.0	1204.002	2.694%	203.039	1.841%	0.0011
