Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence
PGENE_1T	3358	0.943	961.88	28.644%	153.571	33.886%	0.0709
PGENE_2T	78	0.562	80.176	102.79%	16.209	82.716%	0.8969
PGENE_4T	11503	0.978	2757.378	23.971%	679.575	21.526%	0.0442
PGENE_5T	3212	0.978	670.916	20.888%	102.226	21.451%	0.0342
PGENE_6T	611	0.884	254.693	41.685%	39.873	47.922%	0.1399
PGENE_8T	2561	0.868	1068.373	41.717%	217.903	49.796%	0.1522
PGENE_9T	856	0.937	264.94	30.951%	44.613	34.894%	0.0971
PGENE_10T	947	0.878	367.032	38.757%	61.704	50.063%	0.1114
AC_WGS_1T	1819	0.954	487.407	26.795%	78.094	31.376%	0.0549
AC_WGS_2T	24682	0.999	1042.432	4.223%	275.219	4.384%	0.0015
AC_WGS_4	2094	0.941	656.597	31.356%	117.864	34.31%	0.0746
AC_WGS_5	8904	0.919	3159.755	35.487%	558.697	39.5%	0.0962
AC_WGS_6	6623	0.919	1830.854	27.644%	358.397	42.788%	0.0826
AC_WGS_9T	3208	0.917	837.198	26.097%	175.037	41.623%	0.0627
AC_WGS_10	3908	0.916	1146.909	29.348%	225.696	42.339%	0.099
AC_WGS_44	36	0.43	51.265	142.403%	8.425	90.849%	1.4426
AC_WGS_12	1535	0.953	427.732	27.865%	76.252	30.801%	0.0651
AC_WGS_13T	10521	1.0	183.973	1.749%	66.445	2.22%	0.0002
AC_WGS_15	1128	0.945	338.996	30.053%	50.855	33.318%	0.0696
AC_WGS_17	2824	0.908	972.4	34.433%	189.114	41.979%	0.0975
AC_WGS_18T	27	0.313	42.42	157.111%	8.297	95.806%	1.9337
AC_WGS_20T	45	0.513	55.367	123.038%	10.056	86.548%	1.3401
AC_WGS_22	2804	0.928	847.121	30.211%	144.768	37.575%	0.07
AC_WGS_23	7865	0.975	1380.181	17.548%	255.965	23.476%	0.0259
AC_WGS_24	92	0.631	86.914	94.472%	14.047	78.281%	0.788
AC_WGS_25	1145	0.929	357.927	31.26%	59.159	37.358%	0.0797
AC_WGS_26	734	0.901	262.532	35.767%	43.11	45.152%	0.1079
AC_WGS_27	1590	0.898	592.101	37.239%	103.137	44.458%	0.1118
AC_WGS_30	5311	0.901	1505.876	28.354%	313.742	45.378%	0.0809
AC_WGS_31	35	0.386	49.519	141.483%	8.389	93.211%	1.5111
AC_WGS_32	4184	0.981	786.212	18.791%	111.663	20.926%	0.0253
AC_WGS_33	20315	0.985	4249.368	20.917%	701.09	17.631%	0.0406
AC_WGS_34	5428	0.901	2112.14	38.912%	506.869	47.397%	0.1277
AC_WGS_35	214	0.845	123.919	57.906%	17.955	53.603%	0.3247
AC_WGS_36	4092	0.931	1286.33	31.435%	288.943	39.393%	0.0944
AC_WGS_39	3772	0.971	795.014	21.077%	122.01	24.05%	0.0352
AC_WGS_40	31	0.275	48.438	156.252%	10.556	96.767%	2.0115
AC_WGS_41	10093	0.962	2634.428	26.102%	508.166	30.207%	0.0599
AC_WGS_42	24	0.321	33.948	141.45%	8.73	95.252%	1.9321
AC_WGS_43	64	0.653	64.728	101.137%	9.498	76.537%	0.8831
AC_WGS_45	36	0.449	47.247	131.242%	7.761	90.22%	1.3591
AC_WGS_46	49	0.512	60.444	123.355%	9.301	86.732%	1.1942
AC_WGS_49	2314	0.966	583.558	25.219%	94.654	26.742%	0.055
AC_WGS_50	8271	0.905	2287.042	27.651%	483.894	44.411%	0.0879
AC_WGS_51	1950	0.977	406.246	20.833%	57.476	21.441%	0.0405
AC_WGS_52	3902	0.985	615.23	15.767%	92.477	17.071%	0.0243
AC_WGS_53	580	0.94	205.596	35.448%	32.805	34.321%	0.1209
AC_WGS_11	3303	0.957	857.257	25.954%	171.991	31.542%	0.0556
AC_WGS_37	631	0.911	282.485	44.768%	43.271	41.237%	0.1701
RC596TH1	2476	0.791	1523.852	61.545%	516.06	69.097%	1.2122
RC597TH1	1009	0.825	576.478	57.134%	121.275	56.607%	0.2663
RC598TH1	985	0.867	442.802	44.955%	78.672	49.956%	0.1569
RC599TH1	3205	0.959	791.887	24.708%	122.45	29.494%	0.0494
RC602TH1	1818	0.969	548.742	30.184%	86.538	27.048%	0.0841
RC603TH1	44688	0.999	2427.683	5.433%	431.074	3.909%	0.0038
