Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence
PGENE_1T	10	0.643	13.473	134.73%	2.684	77.48%	1.5636
PGENE_2T	1	1.0	0.149	14.9%	0.076	7.6%	0.0773
PGENE_4T	118	0.999	19.934	16.893%	4.664	4.848%	0.1262
PGENE_5T	4	0.627	5.829	145.725%	1.606	80.3%	1.6378
PGENE_8T	23	0.947	16.224	70.539%	3.146	34.532%	0.5573
PGENE_9T	6	0.758	8.372	139.533%	2.32	73.365%	1.3495
PGENE_10T	5	0.821	5.852	117.04%	1.618	61.155%	1.0316
AC_WGS_1T	5	0.765	5.987	119.74%	1.711	64.67%	1.5834
AC_WGS_2T	231	1.0	8.858	3.835%	1.511	2.538%	0.0122
AC_WGS_4	20	0.993	8.514	42.57%	1.956	13.762%	0.3956
AC_WGS_5	215	1.0	3.148	1.464%	0.532	0.41%	0.0039
AC_WGS_6	30	0.921	18.809	62.697%	3.255	38.905%	0.5709
AC_WGS_9T	14	0.842	13.587	97.05%	2.71	57.777%	0.7881
AC_WGS_10	20	0.913	15.413	77.065%	2.782	41.018%	0.7435
AC_WGS_44	1	0.169	1.935	193.5%	0.986	98.6%	3.428
AC_WGS_12	8	0.967	6.474	80.925%	1.77	37.737%	0.5994
AC_WGS_13T	11	0.652	12.903	117.3%	2.514	75.8%	1.2835
AC_WGS_15	3	0.899	3.006	100.2%	1.123	50.222%	1.154
AC_WGS_17	18	0.933	14.433	80.183%	2.558	41.496%	0.5914
AC_WGS_22	4	0.738	5.029	125.725%	1.429	71.45%	1.356
AC_WGS_23	57	0.997	15.09	26.474%	3.116	9.781%	0.1687
AC_WGS_25	9	0.837	8.579	95.322%	2.016	55.914%	1.0234
AC_WGS_26	2	0.765	1.916	95.8%	0.919	64.983%	1.184
AC_WGS_27	9	0.966	7.534	83.711%	1.957	40.806%	0.577
AC_WGS_30	9	0.383	13.952	155.022%	3.09	93.167%	2.1717
AC_WGS_32	27	0.939	16.815	62.278%	2.824	36.158%	0.4238
AC_WGS_33	248	0.999	43.68	17.613%	8.168	5.958%	0.0758
AC_WGS_34	24	0.879	17.501	72.921%	2.95	47.855%	0.5931
AC_WGS_35	1	1.0	0.149	14.9%	0.076	7.6%	0.0773
AC_WGS_36	13	0.871	11.458	88.138%	2.333	50.91%	0.8607
AC_WGS_39	9	0.817	9.833	109.256%	2.142	59.408%	1.0988
AC_WGS_41	39	0.932	28.565	73.244%	5.205	41.021%	0.5197
AC_WGS_49	9	0.871	7.833	87.033%	1.832	50.811%	0.8293
AC_WGS_50	59	0.939	29.798	50.505%	4.986	34.995%	0.3167
AC_WGS_51	15	0.966	12.991	86.607%	3.076	39.384%	0.6274
AC_WGS_52	19	0.964	13.378	70.411%	2.957	30.024%	0.6267
AC_WGS_53	6	0.873	5.664	94.4%	1.718	49.594%	1.4309
AC_WGS_11	12	0.764	12.183	101.525%	2.415	64.544%	0.9529
AC_WGS_37	6	0.839	6.777	112.95%	1.752	61.943%	1.046
RC596TH1	10	0.719	10.789	107.89%	2.6	69.488%	1.1228
RC597TH1	6	0.557	8.443	140.717%	2.041	83.323%	1.7103
RC598TH1	6	0.721	7.587	126.45%	2.148	75.943%	2.0549
RC599TH1	9	0.636	11.33	125.889%	2.56	77.187%	1.3994
RC602TH1	19	0.967	14.08	74.105%	2.703	30.411%	0.5862
RC603TH1	345	0.999	64.592	18.722%	13.469	6.203%	0.077
