Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence
PGENE_1T	811	1.0	79.862	9.847%	20.941	4.077%	0.0376
PGENE_2T	1005	1.0	117.643	11.706%	43.165	6.34%	0.0529
PGENE_4T	1075	1.0	78.329	7.286%	15.464	2.328%	0.029
PGENE_5T	923	0.998	133.651	14.48%	32.565	6.606%	0.0474
PGENE_6T	775	0.999	108.792	14.038%	35.86	7.446%	0.056
PGENE_8T	644	0.998	118.371	18.381%	37.687	10.147%	0.064
PGENE_9T	956	0.999	154.169	16.126%	53.283	8.723%	0.0588
PGENE_10T	1095	0.999	189.758	17.329%	69.502	9.583%	0.0705
AC_WGS_1T	1451	1.0	62.112	4.281%	11.006	1.244%	0.0189
AC_WGS_2T	1549	0.999	195.473	12.619%	44.626	5.495%	0.0377
AC_WGS_4	1314	0.999	216.115	16.447%	76.427	9.16%	0.0521
AC_WGS_5	1520	1.0	96.182	6.328%	18.192	2.198%	0.0176
AC_WGS_6	1765	1.0	77.875	4.412%	13.58	1.263%	0.0147
AC_WGS_9T	1785	1.0	182.848	10.244%	65.788	5.556%	0.027
AC_WGS_10	1203	0.999	119.52	9.935%	27.602	4.136%	0.0319
AC_WGS_44	1301	1.0	168.361	12.941%	57.557	6.577%	0.0553
AC_WGS_12	1070	1.0	78.582	7.344%	19.647	2.952%	0.0265
AC_WGS_13T	1273	1.0	96.074	7.547%	17.69	2.463%	0.0244
AC_WGS_15	1511	1.0	122.353	8.097%	32.526	3.321%	0.0343
AC_WGS_17	1260	1.0	85.678	6.8%	24.614	3.105%	0.0263
AC_WGS_18T	1378	1.0	143.73	10.43%	47.197	5.293%	0.0409
AC_WGS_20T	1146	1.0	107.473	9.378%	35.349	4.821%	0.0416
AC_WGS_22	1036	1.0	93.51	9.026%	18.914	3.261%	0.0364
AC_WGS_23	1559	1.0	109.591	7.03%	20.397	2.397%	0.0237
AC_WGS_24	584	1.0	47.393	8.115%	13.74	3.839%	0.0388
AC_WGS_25	1288	1.0	91.69	7.119%	28.497	3.414%	0.0281
AC_WGS_26	1179	0.998	147.888	12.544%	54.639	7.367%	0.0355
AC_WGS_27	1253	1.0	102.976	8.218%	28.867	3.751%	0.0294
AC_WGS_30	1358	1.0	129.36	9.526%	30.28	3.849%	0.025
AC_WGS_31	1566	1.0	175.081	11.18%	69.942	6.545%	0.0397
AC_WGS_32	1606	1.0	80.994	5.043%	13.256	1.318%	0.0178
AC_WGS_33	1522	0.999	195.098	12.819%	49.167	6.204%	0.0288
AC_WGS_34	1668	1.0	100.22	6.008%	19.829	1.875%	0.0209
AC_WGS_35	1362	1.0	138.192	10.146%	48.873	5.318%	0.0409
AC_WGS_36	1860	1.0	151.483	8.144%	39.313	3.474%	0.024
AC_WGS_39	1833	1.0	102.95	5.616%	20.271	1.756%	0.0176
AC_WGS_40	1108	1.0	133.545	12.053%	41.879	5.995%	0.0524
AC_WGS_41	1550	1.0	100.517	6.485%	18.851	2.119%	0.0166
AC_WGS_42	1038	1.0	117.94	11.362%	39.012	5.858%	0.0436
AC_WGS_43	1426	1.0	131.036	9.189%	44.225	4.762%	0.0344
AC_WGS_45	1235	1.0	162.711	13.175%	58.977	7.122%	0.0553
AC_WGS_46	1269	1.0	134.063	10.564%	44.857	5.442%	0.0458
AC_WGS_49	1064	1.0	65.998	6.203%	12.702	2.024%	0.0309
AC_WGS_50	1136	0.999	133.165	11.722%	29.452	5.137%	0.0339
AC_WGS_51	1210	0.999	160.806	13.29%	58.355	7.753%	0.0351
AC_WGS_52	1077	1.0	103.203	9.582%	28.595	4.681%	0.026
AC_WGS_53	985	1.0	93.776	9.52%	29.066	4.736%	0.0321
AC_WGS_11	1317	1.0	94.696	7.19%	23.783	3.032%	0.0219
AC_WGS_37	1109	1.0	117.904	10.632%	40.874	5.704%	0.0378
RC596TH1	598	1.0	51.135	8.551%	9.508	3.195%	0.0458
RC597TH1	611	0.999	110.62	18.105%	33.283	9.887%	0.0761
RC598TH1	303	0.999	31.307	10.332%	6.329	4.109%	0.0634
RC599TH1	434	0.999	54.048	12.453%	9.535	5.18%	0.0516
RC602TH1	559	1.0	36.342	6.501%	7.404	2.551%	0.0357
RC603TH1	1119	0.998	128.972	11.526%	25.264	6.391%	0.0229
