Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence
PGENE_1T	10	0.577	14.924	149.24%	3.369	97.255%	2.158
PGENE_2T	1	0.93	1.288	128.8%	0.659	65.9%	1.0322
PGENE_4T	118	0.94	124.313	105.35%	55.9	58.103%	0.744
PGENE_5T	4	0.127	7.224	180.6%	2.361	118.05%	2.4453
PGENE_8T	23	0.813	23.581	102.526%	5.482	60.173%	1.0365
PGENE_9T	6	0.43	8.801	146.683%	3.005	95.026%	1.6901
PGENE_10T	5	0.088	9.415	188.3%	3.126	118.152%	2.8987
AC_WGS_1T	5	0.064	9.581	191.62%	3.166	119.664%	3.2855
AC_WGS_2T	231	0.653	179.993	77.919%	67.038	112.593%	0.4845
AC_WGS_4	20	0.942	20.152	100.76%	7.458	52.474%	0.7713
AC_WGS_5	215	0.295	275.971	128.359%	131.596	101.441%	1.2094
AC_WGS_6	30	0.829	28.199	93.997%	6.535	78.108%	0.8094
AC_WGS_9T	14	0.2	21.486	153.471%	6.382	136.065%	1.6522
AC_WGS_10	20	0.793	21.662	108.31%	4.72	69.593%	1.1117
AC_WGS_44	1	0.023	1.982	198.2%	1.063	106.3%	4.7358
AC_WGS_12	8	0.842	9.245	115.562%	2.679	57.116%	1.2684
AC_WGS_13T	11	0.138	18.155	165.045%	4.992	150.514%	2.1898
AC_WGS_15	3	0.843	3.806	126.867%	1.411	63.102%	1.6079
AC_WGS_17	18	0.728	20.794	115.522%	4.866	78.937%	1.0957
AC_WGS_22	4	0.532	5.589	139.725%	1.757	87.85%	2.0512
AC_WGS_23	57	0.947	44.861	78.704%	13.176	41.357%	0.5432
AC_WGS_25	9	0.641	11.763	130.7%	2.993	83.011%	1.515
AC_WGS_26	2	0.711	2.458	122.9%	1.022	72.266%	1.5894
AC_WGS_27	9	0.486	11.98	133.111%	4.339	90.474%	1.663
AC_WGS_30	9	0.066	16.535	183.722%	4.624	139.419%	3.1527
AC_WGS_32	27	0.426	36.908	136.696%	9.961	127.538%	1.268
AC_WGS_33	248	0.95	167.563	67.566%	55.38	40.399%	0.3863
AC_WGS_34	24	0.471	32.334	134.725%	8.317	134.92%	1.2526
AC_WGS_35	1	0.93	1.288	128.8%	0.659	65.9%	1.0322
AC_WGS_36	13	0.548	16.683	128.331%	4.56	99.507%	1.3609
AC_WGS_39	9	0.138	15.389	170.989%	4.633	128.496%	2.3469
AC_WGS_41	39	0.804	38.982	99.954%	8.914	70.252%	0.8168
AC_WGS_49	9	0.616	12.069	134.1%	3.094	85.812%	1.5673
AC_WGS_50	59	0.562	57.622	97.664%	18.755	131.634%	0.6886
AC_WGS_51	15	0.914	14.569	97.127%	3.46	44.301%	0.8846
AC_WGS_52	19	0.901	19.659	103.468%	4.562	46.32%	0.9771
AC_WGS_53	6	0.824	7.433	123.883%	2.041	58.919%	1.7076
AC_WGS_11	12	0.37	18.373	153.108%	4.735	126.548%	1.831
AC_WGS_37	6	0.753	6.755	112.583%	1.868	66.044%	1.3844
RC596TH1	10	0.316	16.599	165.99%	4.43	118.397%	2.3421
RC597TH1	6	0.434	9.387	156.45%	2.529	103.246%	2.3932
RC598TH1	6	0.675	7.776	129.6%	2.124	75.095%	2.5055
RC599TH1	9	0.36	14.589	162.1%	3.828	115.419%	2.219
RC602TH1	19	0.913	16.869	88.784%	3.729	41.955%	0.8166
RC603TH1	345	0.949	239.401	69.392%	100.69	46.373%	0.3291
