Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence
PGENE_1T	10	0.645	13.643	136.43%	2.731	78.837%	1.5898
PGENE_2T	1	1.0	0.135	13.5%	0.069	6.9%	0.0697
PGENE_4T	118	0.999	19.762	16.747%	4.724	4.91%	0.1239
PGENE_5T	4	0.634	5.749	143.725%	1.592	79.6%	1.6118
PGENE_8T	23	0.957	15.048	65.426%	2.9	31.832%	0.4894
PGENE_9T	6	0.807	7.649	127.483%	2.175	68.78%	1.1575
PGENE_10T	5	0.816	5.737	114.74%	1.606	60.701%	1.0303
AC_WGS_1T	5	0.771	5.577	111.54%	1.686	63.725%	1.5219
AC_WGS_2T	231	1.0	8.282	3.585%	1.367	2.296%	0.0114
AC_WGS_4	20	0.993	9.634	48.17%	2.418	17.013%	0.4014
AC_WGS_5	215	1.0	2.628	1.222%	0.52	0.401%	0.0027
AC_WGS_6	30	0.919	19.364	64.547%	3.302	39.466%	0.5808
AC_WGS_9T	14	0.838	13.539	96.707%	2.723	58.055%	0.8051
AC_WGS_10	20	0.92	15.254	76.27%	2.765	40.768%	0.7157
AC_WGS_44	1	0.188	1.93	193.0%	0.982	98.2%	3.3555
AC_WGS_12	8	0.97	5.989	74.862%	1.672	35.647%	0.5467
AC_WGS_13T	11	0.665	12.316	111.964%	2.476	74.654%	1.2682
AC_WGS_15	3	0.903	2.838	94.6%	1.077	48.165%	1.0984
AC_WGS_17	18	0.935	13.688	76.044%	2.454	39.809%	0.5785
AC_WGS_22	4	0.781	4.266	106.65%	1.302	65.1%	1.1121
AC_WGS_23	57	0.997	14.094	24.726%	2.547	7.995%	0.167
AC_WGS_25	9	0.837	8.791	97.678%	2.014	55.858%	1.0191
AC_WGS_26	2	0.759	1.909	95.45%	0.926	65.478%	1.2215
AC_WGS_27	9	0.967	7.467	82.967%	1.876	39.117%	0.5668
AC_WGS_30	9	0.414	13.641	151.567%	3.034	91.479%	2.0848
AC_WGS_32	27	0.935	17.41	64.481%	2.917	37.348%	0.444
AC_WGS_33	248	0.999	45.983	18.542%	9.103	6.64%	0.0819
AC_WGS_34	24	0.898	16.212	67.55%	2.724	44.189%	0.5471
AC_WGS_35	1	1.0	0.135	13.5%	0.069	6.9%	0.0697
AC_WGS_36	13	0.881	11.304	86.954%	2.221	48.466%	0.8224
AC_WGS_39	9	0.836	9.74	108.222%	2.094	58.077%	1.0458
AC_WGS_41	39	0.942	27.95	71.667%	4.927	38.83%	0.5095
AC_WGS_49	9	0.873	7.504	83.378%	1.803	50.006%	0.8199
AC_WGS_50	59	0.936	29.79	50.492%	5.062	35.528%	0.3334
AC_WGS_51	15	0.974	11.967	79.78%	2.862	36.644%	0.5689
AC_WGS_52	19	0.965	12.855	67.658%	2.866	29.1%	0.6127
AC_WGS_53	6	0.872	5.724	95.4%	1.821	52.568%	1.472
AC_WGS_11	12	0.781	11.752	97.933%	2.335	62.405%	0.941
AC_WGS_37	6	0.85	5.426	90.433%	1.507	53.28%	0.9971
RC596TH1	10	0.712	10.98	109.8%	2.637	70.477%	1.1279
RC597TH1	6	0.664	7.039	117.317%	1.833	74.832%	1.4263
RC598TH1	6	0.727	7.445	124.083%	1.983	70.11%	1.9274
RC599TH1	9	0.741	10.156	112.844%	2.247	67.75%	1.245
RC602TH1	19	0.968	14.033	73.858%	3.066	34.495%	0.574
RC603TH1	345	0.999	69.134	20.039%	14.645	6.745%	0.0899
