Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence
PGENE_1T	811	1.0	64.805	7.991%	15.26	2.971%	0.0364
PGENE_2T	1005	1.0	47.352	4.712%	18.431	2.707%	0.0146
PGENE_4T	1075	1.0	74.071	6.89%	14.873	2.239%	0.0304
PGENE_5T	923	0.998	152.985	16.575%	40.956	8.308%	0.0498
PGENE_6T	775	1.0	79.46	10.253%	24.111	5.006%	0.0417
PGENE_8T	644	0.997	132.816	20.624%	43.011	11.58%	0.0744
PGENE_9T	956	0.999	119.929	12.545%	38.771	6.347%	0.0432
PGENE_10T	1095	0.999	128.123	11.701%	43.161	5.951%	0.0467
AC_WGS_1T	1451	1.0	70.08	4.83%	13.153	1.487%	0.0196
AC_WGS_2T	1549	0.998	240.518	15.527%	59.699	7.351%	0.048
AC_WGS_4	1314	0.999	168.476	12.822%	55.825	6.691%	0.0377
AC_WGS_5	1520	1.0	124.392	8.184%	26.623	3.216%	0.02
AC_WGS_6	1765	1.0	79.637	4.512%	13.977	1.299%	0.0146
AC_WGS_9T	1785	1.0	112.592	6.308%	34.436	2.908%	0.0179
AC_WGS_10	1203	0.999	120.902	10.05%	29.066	4.356%	0.0306
AC_WGS_44	1301	1.0	51.068	3.925%	14.132	1.615%	0.014
AC_WGS_12	1070	0.999	94.835	8.863%	29.548	4.44%	0.0328
AC_WGS_13T	1273	0.999	112.728	8.855%	26.298	3.662%	0.0239
AC_WGS_15	1511	1.0	73.898	4.891%	17.538	1.791%	0.0244
AC_WGS_17	1260	1.0	58.365	4.632%	12.106	1.527%	0.0204
AC_WGS_18T	1378	0.999	83.188	6.037%	32.804	3.679%	0.0151
AC_WGS_20T	1146	1.0	36.401	3.176%	7.606	1.037%	0.0171
AC_WGS_22	1036	1.0	92.994	8.976%	18.859	3.252%	0.0368
AC_WGS_23	1559	1.0	111.49	7.151%	20.665	2.429%	0.0248
AC_WGS_24	584	1.0	31.975	5.475%	8.955	2.502%	0.0311
AC_WGS_25	1288	1.0	78.88	6.124%	22.954	2.75%	0.0236
AC_WGS_26	1179	0.997	121.478	10.303%	56.561	7.626%	0.0308
AC_WGS_27	1253	1.0	76.672	6.119%	18.216	2.367%	0.0242
AC_WGS_30	1358	0.999	110.257	8.119%	25.92	3.295%	0.0253
AC_WGS_31	1566	1.0	72.42	4.625%	25.86	2.42%	0.014
AC_WGS_32	1606	1.0	88.99	5.541%	16.904	1.68%	0.0194
AC_WGS_33	1522	0.999	245.265	16.115%	63.623	8.029%	0.0402
AC_WGS_34	1668	1.0	132.014	7.915%	36.474	3.449%	0.025
AC_WGS_35	1362	1.0	62.948	4.622%	16.158	1.758%	0.0202
AC_WGS_36	1860	1.0	133.865	7.197%	29.51	2.608%	0.0222
AC_WGS_39	1833	1.0	86.266	4.706%	17.536	1.519%	0.0174
AC_WGS_40	1108	1.0	73.993	6.678%	19.401	2.777%	0.0313
AC_WGS_41	1550	1.0	140.008	9.033%	35.394	3.979%	0.0213
AC_WGS_42	1038	1.0	43.694	4.209%	10.97	1.647%	0.0177
AC_WGS_43	1426	1.0	47.42	3.325%	14.743	1.588%	0.0109
AC_WGS_45	1235	1.0	58.779	4.759%	18.575	2.243%	0.0187
AC_WGS_46	1269	1.0	59.816	4.714%	15.497	1.88%	0.0221
AC_WGS_49	1064	1.0	67.367	6.331%	12.355	1.969%	0.0335
AC_WGS_50	1136	0.998	152.027	13.383%	37.07	6.465%	0.0415
AC_WGS_51	1210	0.999	123.517	10.208%	40.177	5.338%	0.0249
AC_WGS_52	1077	0.999	116.472	10.814%	33.084	5.416%	0.0287
AC_WGS_53	985	1.0	39.562	4.016%	9.134	1.488%	0.0223
AC_WGS_11	1317	1.0	69.166	5.252%	12.792	1.631%	0.02
AC_WGS_37	1109	1.0	52.369	4.722%	13.442	1.876%	0.0231
RC596TH1	598	0.999	70.706	11.824%	14.974	5.031%	0.0529
RC597TH1	611	0.999	74.867	12.253%	23.334	6.932%	0.0534
RC598TH1	303	0.998	37.596	12.408%	10.068	6.537%	0.0618
RC599TH1	434	0.999	52.13	12.012%	9.529	5.176%	0.0539
RC602TH1	559	0.999	44.919	8.036%	11.843	4.081%	0.0364
RC603TH1	1119	0.996	174.947	15.634%	38.265	9.679%	0.0359
