Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence
PGENE_1T	811	0.998	129.262	15.939%	41.137	8.009%	0.2697
PGENE_2T	1005	0.999	71.984	7.163%	37.339	5.485%	0.0164
PGENE_4T	1075	0.998	182.307	16.959%	55.783	8.399%	0.1264
PGENE_5T	923	0.995	195.634	21.195%	58.223	11.81%	0.0748
PGENE_6T	775	0.999	89.526	11.552%	26.471	5.496%	0.0484
PGENE_8T	644	0.996	131.811	20.468%	41.473	11.166%	0.0737
PGENE_9T	956	0.999	90.835	9.502%	27.58	4.515%	0.0317
PGENE_10T	1095	0.999	91.446	8.351%	36.039	4.969%	0.074
AC_WGS_1T	1451	1.0	116.94	8.059%	30.591	3.457%	0.0255
AC_WGS_2T	1549	0.998	216.514	13.978%	54.648	6.729%	0.0402
AC_WGS_4	1314	0.999	133.697	10.175%	41.766	5.006%	0.0281
AC_WGS_5	1520	0.998	265.474	17.465%	77.058	9.308%	0.049
AC_WGS_6	1765	0.999	239.112	13.547%	72.727	6.761%	0.0495
AC_WGS_9T	1785	0.996	281.212	15.754%	106.457	8.991%	0.1524
AC_WGS_10	1203	0.997	205.193	17.057%	59.093	8.856%	0.0514
AC_WGS_44	1301	1.0	78.083	6.002%	31.609	3.612%	0.0143
AC_WGS_12	1070	0.999	102.399	9.57%	31.92	4.797%	0.0302
AC_WGS_13T	1273	0.999	123.057	9.667%	31.261	4.353%	0.025
AC_WGS_15	1511	1.0	89.749	5.94%	24.312	2.482%	0.0571
AC_WGS_17	1260	1.0	64.525	5.121%	13.058	1.647%	0.0204
AC_WGS_18T	1378	0.999	95.372	6.921%	37.041	4.154%	0.0171
AC_WGS_20T	1146	1.0	89.346	7.796%	24.539	3.346%	0.0363
AC_WGS_22	1036	0.999	116.52	11.247%	27.486	4.739%	0.0407
AC_WGS_23	1559	0.999	137.198	8.8%	33.276	3.911%	0.0281
AC_WGS_24	584	0.996	103.062	17.648%	34.261	9.571%	0.0841
AC_WGS_25	1288	0.999	87.545	6.797%	29.873	3.579%	0.0635
AC_WGS_26	1179	0.996	142.513	12.088%	65.814	8.874%	0.0299
AC_WGS_27	1253	1.0	103.355	8.249%	26.627	3.46%	0.0288
AC_WGS_30	1358	0.999	157.014	11.562%	43.619	5.545%	0.0335
AC_WGS_31	1566	0.998	144.457	9.225%	71.356	6.677%	0.0156
AC_WGS_32	1606	0.998	262.198	16.326%	77.948	7.748%	0.2173
AC_WGS_33	1522	0.999	210.815	13.851%	53.329	6.73%	0.0311
AC_WGS_34	1668	0.998	222.93	13.365%	73.159	6.917%	0.1654
AC_WGS_35	1362	0.999	128.484	9.433%	51.012	5.55%	0.0257
AC_WGS_36	1860	0.999	137.855	7.412%	43.819	3.872%	0.0205
AC_WGS_39	1833	0.998	280.983	15.329%	86.517	7.496%	0.1747
AC_WGS_40	1108	0.999	173.732	15.68%	49.013	7.017%	0.0696
AC_WGS_41	1550	0.998	270.661	17.462%	80.534	9.054%	0.0537
AC_WGS_42	1038	0.999	126.317	12.169%	38.605	5.797%	0.0489
AC_WGS_43	1426	1.0	53.438	3.747%	17.541	1.889%	0.0114
AC_WGS_45	1235	1.0	59.045	4.781%	25.117	3.033%	0.0128
AC_WGS_46	1269	1.0	49.248	3.881%	12.497	1.516%	0.0186
AC_WGS_49	1064	1.0	77.543	7.288%	18.832	3.001%	0.0359
AC_WGS_50	1136	0.997	210.166	18.501%	57.626	10.051%	0.047
AC_WGS_51	1210	0.999	98.312	8.125%	32.708	4.345%	0.0195
AC_WGS_52	1077	0.999	135.328	12.565%	39.91	6.533%	0.0324
AC_WGS_53	985	0.998	164.54	16.705%	50.715	8.264%	0.0628
AC_WGS_11	1317	0.999	136.673	10.378%	36.132	4.607%	0.0287
AC_WGS_37	1109	1.0	67.572	6.093%	17.37	2.424%	0.0245
RC596TH1	598	0.951	278.77	46.617%	100.3	33.701%	0.23
RC597TH1	611	0.948	394.523	64.57%	126.358	37.536%	0.3801
RC598TH1	303	0.946	160.92	53.109%	54.422	35.334%	0.2913
RC599TH1	434	0.923	214.634	49.455%	76.536	41.576%	0.2261
RC602TH1	559	0.934	337.046	60.294%	113.909	39.251%	0.3287
RC603TH1	1119	0.992	179.564	16.047%	51.804	13.104%	0.0414
