Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence
PGENE_1T	3358	0.939	980.058	29.186%	159.589	35.214%	0.0783
PGENE_2T	78	0.546	82.03	105.167%	16.423	83.808%	0.9496
PGENE_4T	11503	0.958	3490.84	30.347%	946.658	29.986%	0.0735
PGENE_5T	3212	0.955	801.139	24.942%	143.212	30.051%	0.0544
PGENE_6T	611	0.879	261.189	42.748%	40.589	48.782%	0.1513
PGENE_8T	2561	0.841	1170.584	45.708%	236.867	54.129%	0.1865
PGENE_9T	856	0.927	291.067	34.003%	47.886	37.454%	0.1086
PGENE_10T	947	0.874	375.704	39.673%	62.588	50.781%	0.1187
AC_WGS_1T	1819	0.945	537.95	29.574%	85.067	34.178%	0.0664
AC_WGS_2T	24682	0.867	13256.442	53.709%	3127.507	49.824%	0.2003
AC_WGS_4	2094	0.931	702.01	33.525%	126.768	36.902%	0.0883
AC_WGS_5	8904	0.855	3926.749	44.101%	734.208	51.909%	0.1519
AC_WGS_6	6623	0.915	2027.477	30.613%	366.929	43.806%	0.091
AC_WGS_9T	3208	0.904	1003.591	31.284%	187.138	44.501%	0.082
AC_WGS_10	3908	0.91	1232.182	31.53%	233.041	43.716%	0.1128
AC_WGS_44	36	0.414	52.287	145.242%	8.497	91.626%	1.5064
AC_WGS_12	1535	0.946	445.456	29.02%	82.059	33.146%	0.071
AC_WGS_13T	10521	0.481	9722.739	92.413%	2623.876	87.676%	1.1509
AC_WGS_15	1128	0.933	370.131	32.813%	55.631	36.447%	0.0869
AC_WGS_17	2824	0.893	1017.414	36.027%	202.411	44.931%	0.115
AC_WGS_18T	27	0.308	42.513	157.456%	8.305	95.898%	1.9491
AC_WGS_20T	45	0.47	58.161	129.247%	10.349	89.07%	1.4208
AC_WGS_22	2804	0.919	879.843	31.378%	153.467	39.832%	0.077
AC_WGS_23	7865	0.965	1815.44	23.083%	296.887	27.229%	0.044
AC_WGS_24	92	0.621	88.864	96.591%	14.188	79.067%	0.8202
AC_WGS_25	1145	0.917	391.24	34.169%	63.66	40.2%	0.0972
AC_WGS_26	734	0.893	278.201	37.902%	44.661	46.776%	0.1185
AC_WGS_27	1590	0.891	625.139	39.317%	106.321	45.831%	0.1248
AC_WGS_30	5311	0.894	1628.866	30.67%	323.19	46.744%	0.0924
AC_WGS_31	35	0.381	49.959	142.74%	8.418	93.533%	1.5091
AC_WGS_32	4184	0.969	885.353	21.16%	136.638	25.606%	0.0389
AC_WGS_33	20315	0.982	4730.936	23.288%	778.656	19.582%	0.0488
AC_WGS_34	5428	0.866	2296.555	42.309%	569.663	53.269%	0.132
AC_WGS_35	214	0.827	128.584	60.086%	18.872	56.341%	0.3496
AC_WGS_36	4092	0.895	1453.017	35.509%	345.095	47.048%	0.115
AC_WGS_39	3772	0.959	921.552	24.431%	145.21	28.623%	0.0484
AC_WGS_40	31	0.269	48.828	157.51%	10.573	96.923%	2.0441
AC_WGS_41	10093	0.937	3140.759	31.118%	624.934	37.148%	0.083
AC_WGS_42	24	0.292	36.477	151.987%	8.807	96.092%	2.024
AC_WGS_43	64	0.65	64.59	100.922%	9.533	76.819%	0.8927
AC_WGS_45	36	0.451	47.323	131.453%	7.749	90.08%	1.3568
AC_WGS_46	49	0.507	60.876	124.237%	9.33	87.003%	1.216
AC_WGS_49	2314	0.942	690.086	29.822%	121.254	34.257%	0.0758
AC_WGS_50	8271	0.89	2594.121	31.364%	515.077	47.273%	0.1094
AC_WGS_51	1950	0.965	468.405	24.021%	70.081	26.143%	0.0534
AC_WGS_52	3902	0.974	794.068	20.35%	123.057	22.716%	0.0362
AC_WGS_53	580	0.933	221.577	38.203%	34.723	36.328%	0.1319
AC_WGS_11	3303	0.926	1025.04	31.034%	215.993	39.611%	0.0818
AC_WGS_37	631	0.892	311.668	49.393%	47.389	45.161%	0.1942
RC596TH1	2476	0.745	1607.574	64.926%	543.67	72.794%	1.0398
RC597TH1	1009	0.799	608.439	60.301%	129.1	60.259%	0.3015
RC598TH1	985	0.847	481.65	48.898%	84.031	53.359%	0.18
RC599TH1	3205	0.945	908.809	28.356%	139.71	33.651%	0.0694
RC602TH1	1818	0.954	621.424	34.182%	102.211	31.947%	0.1075
RC603TH1	44688	0.98	9890.082	22.131%	2211.553	20.057%	0.0388
