Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence
PGENE_1T	10	0.602	14.799	147.99%	4.607	132.993%	2.0054
PGENE_2T	1	0.991	0.855	85.5%	0.434	43.4%	0.5582
PGENE_4T	118	0.993	77.372	65.569%	29.59	30.756%	0.4486
PGENE_5T	4	0.355	6.224	155.6%	1.947	97.35%	1.8545
PGENE_8T	23	0.821	23.769	103.343%	5.825	63.938%	1.0133
PGENE_9T	6	0.443	8.637	143.95%	2.901	91.738%	1.6459
PGENE_10T	5	0.224	8.879	177.58%	2.755	104.129%	2.362
AC_WGS_1T	5	0.081	9.589	191.78%	2.894	109.383%	3.4299
AC_WGS_2T	231	0.886	107.315	46.457%	30.159	50.653%	0.1965
AC_WGS_4	20	0.986	14.136	70.68%	3.438	24.19%	0.6451
AC_WGS_5	215	0.899	168.651	78.442%	75.228	57.99%	0.4374
AC_WGS_6	30	0.83	27.952	93.173%	6.062	72.455%	0.8124
AC_WGS_9T	14	0.429	17.697	126.407%	4.741	101.078%	1.5172
AC_WGS_10	20	0.797	22.316	111.58%	5.074	74.812%	1.1212
AC_WGS_44	1	0.013	1.992	199.2%	1.044	104.4%	5.5082
AC_WGS_12	8	0.872	7.187	89.838%	2.297	48.972%	1.1442
AC_WGS_13T	11	0.292	15.785	143.5%	3.886	117.167%	1.847
AC_WGS_15	3	0.897	2.49	83.0%	1.027	45.929%	1.1897
AC_WGS_17	18	0.728	21.099	117.217%	5.059	82.068%	1.0957
AC_WGS_22	4	0.542	5.589	139.725%	1.817	90.85%	2.0295
AC_WGS_23	57	0.983	28.817	50.556%	5.941	18.648%	0.4519
AC_WGS_25	9	0.641	11.663	129.589%	2.911	80.737%	1.5168
AC_WGS_26	2	0.728	1.912	95.6%	0.977	69.084%	1.4919
AC_WGS_27	9	0.486	12.056	133.956%	4.391	91.559%	1.6603
AC_WGS_30	9	0.111	16.145	179.389%	3.981	120.032%	2.9357
AC_WGS_32	27	0.487	34.701	128.522%	7.939	101.648%	1.1829
AC_WGS_33	248	0.995	75.859	30.588%	13.697	9.992%	0.1552
AC_WGS_34	24	0.503	30.905	128.771%	6.716	108.948%	1.1809
AC_WGS_35	1	0.991	0.855	85.5%	0.434	43.4%	0.5582
AC_WGS_36	13	0.55	16.327	125.592%	4.328	94.445%	1.3816
AC_WGS_39	9	0.251	13.989	155.433%	3.879	107.584%	2.3323
AC_WGS_41	39	0.803	38.983	99.956%	8.888	70.047%	0.8197
AC_WGS_49	9	0.614	12.16	135.111%	3.18	88.197%	1.5871
AC_WGS_50	59	0.841	42.855	72.636%	9.01	63.238%	0.4867
AC_WGS_51	15	0.923	13.367	89.113%	3.079	39.423%	0.8959
AC_WGS_52	19	0.94	15.113	79.542%	3.549	36.035%	0.7445
AC_WGS_53	6	0.867	5.802	96.7%	1.787	51.586%	1.642
AC_WGS_11	12	0.379	17.719	147.658%	4.154	111.02%	1.8332
AC_WGS_37	6	0.756	6.81	113.5%	1.872	66.185%	1.3716
RC596TH1	10	0.319	16.513	165.13%	4.983	133.176%	2.3
RC597TH1	6	0.444	9.381	156.35%	2.859	116.718%	2.3484
RC598TH1	6	0.717	7.696	128.267%	2.44	86.267%	2.1847
RC599TH1	9	0.362	14.577	161.967%	3.937	118.705%	2.2114
RC602TH1	19	0.93	15.952	83.958%	3.438	38.681%	0.7913
RC603TH1	345	0.998	89.803	26.03%	22.021	10.142%	0.1057
