Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence
PGENE_1T	811	1.0	59.893	7.385%	13.957	2.717%	0.0349
PGENE_2T	1005	1.0	58.312	5.802%	19.675	2.89%	0.021
PGENE_4T	1075	1.0	71.069	6.611%	12.943	1.949%	0.0277
PGENE_5T	923	0.998	148.659	16.106%	37.553	7.617%	0.0509
PGENE_6T	775	1.0	84.14	10.857%	25.573	5.31%	0.0432
PGENE_8T	644	0.998	126.861	19.699%	40.249	10.836%	0.0675
PGENE_9T	956	0.999	121.396	12.698%	39.326	6.438%	0.0453
PGENE_10T	1095	0.999	138.165	12.618%	47.934	6.61%	0.0492
AC_WGS_1T	1451	1.0	61.892	4.265%	10.9	1.232%	0.0189
AC_WGS_2T	1549	0.999	196.476	12.684%	45.319	5.58%	0.0366
AC_WGS_4	1314	0.999	168.196	12.8%	58.13	6.967%	0.0397
AC_WGS_5	1520	1.0	92.569	6.09%	17.426	2.105%	0.0171
AC_WGS_6	1765	1.0	72.282	4.095%	12.514	1.163%	0.0145
AC_WGS_9T	1785	1.0	127.401	7.137%	38.093	3.217%	0.0196
AC_WGS_10	1203	1.0	120.182	9.99%	30.197	4.525%	0.0297
AC_WGS_44	1301	1.0	79.497	6.11%	23.76	2.715%	0.0243
AC_WGS_12	1070	1.0	80.686	7.541%	22.247	3.343%	0.0269
AC_WGS_13T	1273	1.0	93.894	7.376%	19.989	2.783%	0.0247
AC_WGS_15	1511	1.0	65.653	4.345%	13.104	1.338%	0.0232
AC_WGS_17	1260	1.0	59.124	4.692%	12.391	1.563%	0.0204
AC_WGS_18T	1378	0.999	85.026	6.17%	28.789	3.228%	0.0183
AC_WGS_20T	1146	1.0	52.195	4.555%	12.999	1.773%	0.0216
AC_WGS_22	1036	1.0	89.278	8.618%	18.062	3.114%	0.0358
AC_WGS_23	1559	1.0	101.317	6.499%	18.244	2.144%	0.0228
AC_WGS_24	584	1.0	26.24	4.493%	6.07	1.696%	0.0267
AC_WGS_25	1288	1.0	72.035	5.593%	18.761	2.247%	0.0213
AC_WGS_26	1179	0.998	106.292	9.015%	51.121	6.893%	0.0251
AC_WGS_27	1253	1.0	77.127	6.155%	17.716	2.302%	0.0238
AC_WGS_30	1358	1.0	112.718	8.3%	25.799	3.279%	0.0226
AC_WGS_31	1566	1.0	85.263	5.445%	27.472	2.571%	0.0148
AC_WGS_32	1606	1.0	77.267	4.811%	12.823	1.275%	0.0173
AC_WGS_33	1522	0.999	187.332	12.308%	46.747	5.899%	0.0288
AC_WGS_34	1668	1.0	100.75	6.04%	22.748	2.151%	0.0209
AC_WGS_35	1362	1.0	73.001	5.36%	20.348	2.214%	0.0226
AC_WGS_36	1860	1.0	122.307	6.576%	29.632	2.618%	0.0193
AC_WGS_39	1833	1.0	93.63	5.108%	17.431	1.51%	0.0178
AC_WGS_40	1108	1.0	93.406	8.43%	26.813	3.839%	0.0371
AC_WGS_41	1550	1.0	107.033	6.905%	21.061	2.368%	0.0172
AC_WGS_42	1038	1.0	51.187	4.931%	13.944	2.094%	0.0204
AC_WGS_43	1426	1.0	47.453	3.328%	11.92	1.284%	0.0124
AC_WGS_45	1235	1.0	83.271	6.743%	28.421	3.432%	0.0275
AC_WGS_46	1269	1.0	80.257	6.324%	23.47	2.847%	0.0276
AC_WGS_49	1064	1.0	65.947	6.198%	12.436	1.982%	0.0307
AC_WGS_50	1136	0.999	132.489	11.663%	29.198	5.092%	0.033
AC_WGS_51	1210	0.999	125.518	10.373%	42.089	5.592%	0.0265
AC_WGS_52	1077	1.0	94.317	8.757%	25.864	4.234%	0.0254
AC_WGS_53	985	1.0	47.285	4.801%	11.672	1.902%	0.0199
AC_WGS_11	1317	1.0	66.095	5.019%	12.673	1.616%	0.0189
AC_WGS_37	1109	1.0	65.641	5.919%	19.03	2.656%	0.0244
RC596TH1	598	0.999	55.811	9.333%	10.772	3.619%	0.0466
RC597TH1	611	0.999	98.354	16.097%	30.491	9.058%	0.0681
RC598TH1	303	0.999	30.42	10.04%	6.778	4.401%	0.0611
RC599TH1	434	0.999	51.869	11.951%	8.983	4.88%	0.0496
RC602TH1	559	1.0	37.364	6.684%	7.393	2.547%	0.035
RC603TH1	1119	0.999	82.397	7.363%	13.876	3.51%	0.0164
