Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence
PGENE_1T	811	1.0	100.442	12.385%	28.645	5.577%	0.0433
PGENE_2T	1005	0.999	251.635	25.038%	89.981	13.217%	0.1149
PGENE_4T	1075	1.0	98.651	9.177%	21.957	3.306%	0.0319
PGENE_5T	923	0.999	129.119	13.989%	30.991	6.286%	0.045
PGENE_6T	775	0.999	167.799	21.651%	56.002	11.628%	0.0848
PGENE_8T	644	0.999	122.339	18.997%	37.068	9.98%	0.0672
PGENE_9T	956	0.999	215.486	22.54%	73.802	12.082%	0.0821
PGENE_10T	1095	0.999	248.281	22.674%	88.968	12.268%	0.0921
AC_WGS_1T	1451	1.0	150.197	10.351%	47.519	5.371%	0.029
AC_WGS_2T	1549	0.999	211.983	13.685%	48.502	5.972%	0.0383
AC_WGS_4	1314	0.999	269.738	20.528%	94.143	11.283%	0.0672
AC_WGS_5	1520	1.0	100.659	6.622%	19.449	2.349%	0.0186
AC_WGS_6	1765	1.0	120.759	6.842%	32.596	3.03%	0.0165
AC_WGS_9T	1785	1.0	217.097	12.162%	74.982	6.333%	0.0318
AC_WGS_10	1203	1.0	149.976	12.467%	42.595	6.383%	0.0341
AC_WGS_44	1301	0.999	321.825	24.737%	111.488	12.739%	0.1135
AC_WGS_12	1070	0.999	194.561	18.183%	66.423	9.981%	0.0585
AC_WGS_13T	1273	1.0	109.012	8.563%	22.162	3.086%	0.0236
AC_WGS_15	1511	0.999	301.651	19.964%	102.184	10.434%	0.0761
AC_WGS_17	1260	1.0	193.351	15.345%	65.539	8.268%	0.0497
AC_WGS_18T	1378	0.999	338.998	24.601%	118.825	13.325%	0.1069
AC_WGS_20T	1146	0.999	266.694	23.272%	91.794	12.518%	0.1047
AC_WGS_22	1036	1.0	105.731	10.206%	25.362	4.373%	0.0386
AC_WGS_23	1559	1.0	89.462	5.738%	15.995	1.88%	0.0227
AC_WGS_24	584	0.999	144.488	24.741%	48.266	13.484%	0.1071
AC_WGS_25	1288	0.999	259.995	20.186%	91.307	10.938%	0.0731
AC_WGS_26	1179	0.998	333.377	28.276%	115.448	15.566%	0.1134
AC_WGS_27	1253	1.0	202.685	16.176%	66.677	8.664%	0.0533
AC_WGS_30	1358	1.0	132.44	9.753%	30.745	3.908%	0.0254
AC_WGS_31	1566	0.999	366.632	23.412%	134.767	12.611%	0.0925
AC_WGS_32	1606	1.0	144.588	9.003%	39.083	3.885%	0.0231
AC_WGS_33	1522	1.0	182.494	11.99%	45.807	5.78%	0.0251
AC_WGS_34	1668	1.0	192.652	11.55%	63.747	6.027%	0.032
AC_WGS_35	1362	0.999	283.836	20.84%	101.456	11.039%	0.0873
AC_WGS_36	1860	1.0	230.12	12.372%	73.945	6.534%	0.0305
AC_WGS_39	1833	1.0	186.55	10.177%	56.136	4.864%	0.0255
AC_WGS_40	1108	0.999	273.967	24.726%	91.349	13.077%	0.1096
AC_WGS_41	1550	1.0	89.362	5.765%	15.571	1.751%	0.0171
AC_WGS_42	1038	0.999	275.418	26.534%	94.087	14.129%	0.1152
AC_WGS_43	1426	0.999	333.87	23.413%	117.307	12.632%	0.0965
AC_WGS_45	1235	0.999	295.348	23.915%	105.84	12.782%	0.107
AC_WGS_46	1269	0.999	280.343	22.092%	98.128	11.904%	0.0995
AC_WGS_49	1064	1.0	126.995	11.936%	36.902	5.881%	0.0421
AC_WGS_50	1136	0.999	164.931	14.519%	38.954	6.794%	0.04
AC_WGS_51	1210	0.999	219.918	18.175%	76.535	10.168%	0.0482
AC_WGS_52	1077	1.0	126.817	11.775%	37.186	6.087%	0.0299
AC_WGS_53	985	0.999	242.289	24.598%	81.909	13.347%	0.0925
AC_WGS_11	1317	1.0	192.262	14.598%	61.957	7.9%	0.0387
AC_WGS_37	1109	0.999	247.318	22.301%	86.187	12.029%	0.0835
RC596TH1	598	0.999	107.075	17.906%	26.804	9.006%	0.0631
RC597TH1	611	0.997	206.881	33.859%	62.729	18.634%	0.1524
RC598TH1	303	0.998	69.71	23.007%	18.036	11.71%	0.0974
RC599TH1	434	0.999	53.104	12.236%	9.28	5.041%	0.0533
RC602TH1	559	0.997	143.844	25.732%	41.166	14.185%	0.0921
RC603TH1	1119	0.999	86.903	7.766%	15.668	3.963%	0.0176
