Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence
PGENE_1T	10	0.617	14.125	141.25%	3.216	92.838%	1.7898
PGENE_2T	1	1.0	0.233	23.3%	0.119	11.9%	0.1238
PGENE_4T	118	0.999	22.098	18.727%	4.056	4.216%	0.1528
PGENE_5T	4	0.606	5.503	137.575%	1.601	80.05%	1.522
PGENE_8T	23	0.946	14.401	62.613%	2.989	32.809%	0.5231
PGENE_9T	6	0.712	8.702	145.033%	2.424	76.654%	1.4353
PGENE_10T	5	0.744	6.982	139.64%	1.92	72.569%	1.273
AC_WGS_1T	5	0.665	7.699	153.98%	2.058	77.785%	1.9636
AC_WGS_2T	231	0.998	15.449	6.688%	3.356	5.637%	0.0149
AC_WGS_4	20	0.992	10.909	54.545%	2.871	20.2%	0.4519
AC_WGS_5	215	1.0	4.686	2.18%	1.286	0.991%	0.0025
AC_WGS_6	30	0.917	19.516	65.053%	3.34	39.921%	0.5774
AC_WGS_9T	14	0.818	14.529	103.779%	2.881	61.423%	0.84
AC_WGS_10	20	0.899	17.202	86.01%	3.017	44.483%	0.8162
AC_WGS_44	1	0.162	1.929	192.9%	0.989	98.9%	3.3371
AC_WGS_12	8	0.941	7.826	97.825%	2.112	45.028%	0.7927
AC_WGS_13T	11	0.59	13.753	125.027%	2.686	80.986%	1.4975
AC_WGS_15	3	0.895	2.36	78.667%	1.016	45.437%	1.1656
AC_WGS_17	18	0.899	16.769	93.161%	3.04	49.315%	0.6959
AC_WGS_22	4	0.722	4.56	114.0%	1.407	70.35%	1.3201
AC_WGS_23	57	0.997	18.981	33.3%	4.066	12.762%	0.1962
AC_WGS_25	9	0.778	10.7	118.889%	2.411	66.869%	1.1735
AC_WGS_26	2	0.76	1.88	94.0%	0.923	65.266%	1.1809
AC_WGS_27	9	0.938	8.748	97.2%	2.404	50.127%	0.789
AC_WGS_30	9	0.324	14.142	157.133%	3.227	97.298%	2.7342
AC_WGS_32	27	0.785	27.161	100.596%	4.946	63.327%	0.814
AC_WGS_33	248	1.0	21.297	8.588%	3.413	2.49%	0.0326
AC_WGS_34	24	0.868	17.618	73.408%	3.066	49.737%	0.6006
AC_WGS_35	1	1.0	0.233	23.3%	0.119	11.9%	0.1238
AC_WGS_36	13	0.873	11.853	91.177%	2.325	50.736%	0.8664
AC_WGS_39	9	0.778	11.209	124.544%	2.403	66.647%	1.1958
AC_WGS_41	39	0.934	28.82	73.897%	5.19	40.903%	0.5194
AC_WGS_49	9	0.832	9.03	100.333%	2.063	57.217%	0.9671
AC_WGS_50	59	0.937	29.664	50.278%	5.037	35.353%	0.3085
AC_WGS_51	15	0.941	12.961	86.407%	2.969	38.014%	0.7905
AC_WGS_52	19	0.958	14.181	74.637%	2.982	30.278%	0.6768
AC_WGS_53	6	0.87	5.737	95.617%	1.808	52.192%	1.4835
AC_WGS_11	12	0.772	12.194	101.617%	2.381	63.635%	0.9462
AC_WGS_37	6	0.828	6.127	102.117%	1.612	56.993%	1.0609
RC596TH1	10	0.663	11.957	119.57%	2.804	74.94%	1.3002
RC597TH1	6	0.487	8.768	146.133%	2.162	88.263%	2.002
RC598TH1	6	0.72	7.609	126.817%	2.51	88.742%	2.0535
RC599TH1	9	0.624	11.298	125.533%	2.599	78.363%	1.3581
RC602TH1	19	0.959	13.794	72.6%	2.931	32.976%	0.6225
RC603TH1	345	0.999	55.163	15.989%	13.285	6.118%	0.0537
