Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence
PGENE_1T	3358	0.967	840.991	25.044%	115.991	25.594%	0.0525
PGENE_2T	78	0.78	66.541	85.309%	12.415	63.355%	0.6577
PGENE_4T	11503	0.986	2556.604	22.226%	525.113	16.633%	0.0419
PGENE_5T	3212	0.983	611.568	19.04%	87.29	18.317%	0.032
PGENE_6T	611	0.923	221.414	36.238%	32.17	38.664%	0.1199
PGENE_8T	2561	0.982	510.254	19.924%	82.214	18.788%	0.0338
PGENE_9T	856	0.943	246.367	28.781%	42.599	33.319%	0.094
PGENE_10T	947	0.925	300.864	31.77%	46.81	37.979%	0.08
AC_WGS_1T	1819	0.968	442.0	24.299%	62.522	25.12%	0.0508
AC_WGS_2T	24682	1.0	519.398	2.104%	138.369	2.204%	0.0003
AC_WGS_4	2094	0.977	432.234	20.642%	73.503	21.397%	0.0346
AC_WGS_5	8904	0.979	1634.525	18.357%	301.65	21.327%	0.0277
AC_WGS_6	6623	0.976	1149.171	17.351%	184.435	22.019%	0.0363
AC_WGS_9T	3208	0.971	609.148	18.988%	100.096	23.803%	0.0346
AC_WGS_10	3908	0.932	979.372	25.061%	195.848	36.739%	0.0874
AC_WGS_44	36	0.581	47.632	132.311%	7.59	81.845%	1.1957
AC_WGS_12	1535	0.986	285.011	18.567%	41.019	16.569%	0.0381
AC_WGS_13T	10521	1.0	136.134	1.294%	35.566	1.188%	0.0001
AC_WGS_15	1128	0.955	310.077	27.489%	45.211	29.62%	0.0636
AC_WGS_17	2824	0.986	509.794	18.052%	75.738	16.812%	0.0298
AC_WGS_18T	27	0.366	42.629	157.885%	8.061	93.08%	1.8181
AC_WGS_20T	45	0.57	53.055	117.9%	9.555	82.236%	1.1584
AC_WGS_22	2804	0.962	692.518	24.698%	105.375	27.35%	0.0463
AC_WGS_23	7865	0.988	1021.529	12.988%	169.299	15.527%	0.0138
AC_WGS_24	92	0.685	81.177	88.236%	13.084	72.914%	0.7314
AC_WGS_25	1145	0.967	272.0	23.755%	40.279	25.436%	0.0546
AC_WGS_26	734	0.934	229.932	31.326%	34.099	35.714%	0.091
AC_WGS_27	1590	0.953	442.008	27.799%	70.709	30.48%	0.0696
AC_WGS_30	5311	0.954	1179.254	22.204%	206.801	29.91%	0.044
AC_WGS_31	35	0.544	44.594	127.411%	7.572	84.133%	1.2102
AC_WGS_32	4184	0.983	729.438	17.434%	100.615	18.856%	0.0247
AC_WGS_33	20315	0.991	2823.157	13.897%	556.853	14.004%	0.0173
AC_WGS_34	5428	0.981	1183.641	21.806%	210.962	19.727%	0.0369
AC_WGS_35	214	0.858	121.092	56.585%	17.193	51.328%	0.3031
AC_WGS_36	4092	0.991	657.407	16.066%	100.751	13.736%	0.0226
AC_WGS_39	3772	0.982	674.171	17.873%	96.505	19.023%	0.0306
AC_WGS_40	31	0.4	44.271	142.81%	10.006	91.725%	1.7
AC_WGS_41	10093	0.989	1505.801	14.919%	259.546	15.428%	0.0181
AC_WGS_42	24	0.372	35.184	146.6%	8.509	92.841%	1.7294
AC_WGS_43	64	0.71	63.144	98.662%	8.761	70.598%	0.8157
AC_WGS_45	36	0.583	44.341	123.169%	7.018	81.583%	1.142
AC_WGS_46	49	0.583	58.496	119.38%	8.711	81.23%	1.0947
AC_WGS_49	2314	0.981	526.873	22.769%	68.195	19.267%	0.0472
AC_WGS_50	8271	0.952	1746.228	21.113%	332.63	30.528%	0.041
AC_WGS_51	1950	0.981	373.907	19.175%	52.31	19.514%	0.0336
AC_WGS_52	3902	0.986	611.562	15.673%	89.34	16.492%	0.0232
AC_WGS_53	580	0.969	167.845	28.939%	23.43	24.513%	0.0955
AC_WGS_11	3303	0.991	493.991	14.956%	71.716	13.152%	0.0208
AC_WGS_37	631	0.948	224.269	35.542%	33.781	32.193%	0.1247
RC596TH1	2476	0.988	521.925	21.079%	131.906	17.661%	0.0345
RC597TH1	1009	0.956	358.303	35.511%	67.904	31.695%	0.1068
RC598TH1	985	0.956	289.315	29.372%	46.369	29.444%	0.078
RC599TH1	3205	0.966	778.899	24.303%	108.021	26.018%	0.0453
RC602TH1	1818	0.974	471.102	25.913%	73.889	23.094%	0.0706
RC603TH1	44688	1.0	1630.486	3.649%	291.129	2.64%	0.0019
