Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence
PGENE_1T	3358	0.965	886.521	26.4%	120.722	26.638%	0.0531
PGENE_2T	78	0.735	70.797	90.765%	13.407	68.417%	0.7121
PGENE_4T	11503	0.982	2817.514	24.494%	591.447	18.734%	0.0516
PGENE_5T	3212	0.985	572.848	17.835%	80.925	16.981%	0.0283
PGENE_6T	611	0.938	199.357	32.628%	28.913	34.749%	0.104
PGENE_8T	2561	0.961	703.945	27.487%	123.276	28.171%	0.0589
PGENE_9T	856	0.941	255.563	29.855%	43.437	33.975%	0.0949
PGENE_10T	947	0.93	300.516	31.733%	45.415	36.847%	0.079
AC_WGS_1T	1819	0.971	412.976	22.703%	59.423	23.875%	0.0457
AC_WGS_2T	24682	1.0	627.301	2.542%	184.691	2.942%	0.0005
AC_WGS_4	2094	0.974	440.765	21.049%	77.999	22.705%	0.038
AC_WGS_5	8904	0.955	2527.167	28.382%	421.549	29.804%	0.0636
AC_WGS_6	6623	0.975	1136.97	17.167%	187.497	22.385%	0.0366
AC_WGS_9T	3208	0.973	587.374	18.31%	97.65	23.221%	0.0342
AC_WGS_10	3908	0.934	995.036	25.462%	193.143	36.232%	0.0894
AC_WGS_44	36	0.543	49.988	138.856%	7.82	84.325%	1.2915
AC_WGS_12	1535	0.986	291.641	18.999%	41.05	16.581%	0.0393
AC_WGS_13T	10521	1.0	127.225	1.209%	41.666	1.392%	0.0001
AC_WGS_15	1128	0.961	301.541	26.732%	42.458	27.816%	0.058
AC_WGS_17	2824	0.972	653.044	23.125%	106.762	23.699%	0.0473
AC_WGS_18T	27	0.369	41.865	155.056%	8.049	92.942%	1.8401
AC_WGS_20T	45	0.571	53.243	118.318%	9.56	82.279%	1.1802
AC_WGS_22	2804	0.973	608.779	21.711%	88.862	23.064%	0.0352
AC_WGS_23	7865	0.99	973.822	12.382%	153.598	14.087%	0.0122
AC_WGS_24	92	0.668	81.543	88.634%	13.358	74.441%	0.7479
AC_WGS_25	1145	0.972	269.865	23.569%	37.092	23.423%	0.0517
AC_WGS_26	734	0.945	214.735	29.255%	31.359	32.844%	0.0831
AC_WGS_27	1590	0.949	456.987	28.741%	73.387	31.634%	0.071
AC_WGS_30	5311	0.957	1081.306	20.36%	200.802	29.043%	0.0433
AC_WGS_31	35	0.55	44.818	128.051%	7.548	83.867%	1.2183
AC_WGS_32	4184	0.984	679.653	16.244%	95.122	17.826%	0.0224
AC_WGS_33	20315	0.987	3677.992	18.105%	642.36	16.154%	0.027
AC_WGS_34	5428	0.977	1240.376	22.851%	230.098	21.516%	0.0399
AC_WGS_35	214	0.863	118.715	55.474%	16.942	50.579%	0.3044
AC_WGS_36	4092	0.991	635.344	15.526%	98.696	13.456%	0.0206
AC_WGS_39	3772	0.983	658.694	17.463%	92.703	18.273%	0.0276
AC_WGS_40	31	0.38	47.141	152.068%	10.1	92.587%	1.7747
AC_WGS_41	10093	0.986	1591.025	15.764%	279.009	16.585%	0.02
AC_WGS_42	24	0.381	35.845	149.354%	8.484	92.568%	1.7283
AC_WGS_43	64	0.708	62.242	97.253%	8.785	70.792%	0.8083
AC_WGS_45	36	0.58	44.415	123.375%	7.031	81.734%	1.1491
AC_WGS_46	49	0.584	58.531	119.451%	8.709	81.212%	1.1089
AC_WGS_49	2314	0.983	488.922	21.129%	65.25	18.435%	0.0422
AC_WGS_50	8271	0.956	1696.402	20.51%	321.281	29.487%	0.0383
AC_WGS_51	1950	0.98	382.31	19.606%	53.233	19.858%	0.0368
AC_WGS_52	3902	0.986	615.373	15.771%	89.464	16.515%	0.0237
AC_WGS_53	580	0.964	178.482	30.773%	25.43	26.605%	0.1015
AC_WGS_11	3303	0.991	490.798	14.859%	71.143	13.047%	0.0205
AC_WGS_37	631	0.943	225.585	35.75%	34.904	33.263%	0.1235
RC596TH1	2476	0.985	563.535	22.76%	153.369	20.535%	0.0399
RC597TH1	1009	0.933	427.853	42.404%	82.046	38.296%	0.1459
RC598TH1	985	0.962	292.994	29.746%	42.81	27.184%	0.0776
RC599TH1	3205	0.971	724.645	22.61%	99.546	23.977%	0.0404
RC602TH1	1818	0.975	482.392	26.534%	73.352	22.927%	0.0719
RC603TH1	44688	1.0	1624.235	3.635%	276.401	2.507%	0.002
