Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence
PGENE_1T	3358	0.987	544.389	16.212%	73.369	16.189%	0.0245
PGENE_2T	78	0.847	60.841	78.001%	10.491	53.537%	0.5782
PGENE_4T	11503	0.999	678.672	5.9%	122.44	3.878%	0.004
PGENE_5T	3212	0.991	447.725	13.939%	62.847	13.188%	0.0195
PGENE_6T	611	0.957	166.865	27.31%	24.105	28.971%	0.0854
PGENE_8T	2561	0.994	334.287	13.053%	48.868	11.167%	0.0178
PGENE_9T	856	0.972	201.502	23.54%	29.83	23.332%	0.0568
PGENE_10T	947	0.95	272.335	28.758%	38.447	31.194%	0.0658
AC_WGS_1T	1819	0.986	314.22	17.274%	41.356	16.616%	0.0279
AC_WGS_2T	24682	1.0	108.476	0.439%	19.715	0.314%	0.0
AC_WGS_4	2094	0.989	372.377	17.783%	51.42	14.968%	0.0316
AC_WGS_5	8904	0.999	321.875	3.615%	54.229	3.834%	0.0013
AC_WGS_6	6623	0.98	1021.56	15.424%	167.907	20.046%	0.0263
AC_WGS_9T	3208	0.984	495.938	15.459%	76.181	18.116%	0.022
AC_WGS_10	3908	0.995	360.664	9.229%	52.461	9.841%	0.0078
AC_WGS_44	36	0.604	46.876	130.211%	7.442	80.249%	1.1811
AC_WGS_12	1535	0.988	256.626	16.718%	38.322	15.479%	0.0347
AC_WGS_13T	10521	1.0	114.539	1.089%	26.507	0.886%	0.0001
AC_WGS_15	1128	0.968	279.233	24.755%	38.095	24.958%	0.0509
AC_WGS_17	2824	0.996	299.611	10.609%	38.576	8.563%	0.0125
AC_WGS_18T	27	0.486	40.026	148.244%	7.588	87.619%	1.4686
AC_WGS_20T	45	0.648	49.471	109.936%	8.929	76.849%	1.0415
AC_WGS_22	2804	0.984	491.547	17.53%	68.853	17.871%	0.0249
AC_WGS_23	7865	0.994	841.614	10.701%	116.435	10.679%	0.0108
AC_WGS_24	92	0.713	79.262	86.154%	12.603	70.234%	0.6399
AC_WGS_25	1145	0.98	236.628	20.666%	31.54	19.917%	0.0421
AC_WGS_26	734	0.961	197.856	26.956%	26.409	27.66%	0.0712
AC_WGS_27	1590	0.962	397.331	24.989%	63.012	27.162%	0.0608
AC_WGS_30	5311	0.976	851.557	16.034%	152.132	22.003%	0.0237
AC_WGS_31	35	0.602	41.467	118.477%	7.23	80.333%	1.1208
AC_WGS_32	4184	0.985	668.108	15.968%	94.956	17.795%	0.0212
AC_WGS_33	20315	0.998	1436.334	7.07%	235.206	5.915%	0.0047
AC_WGS_34	5428	0.99	901.095	16.601%	153.848	14.386%	0.0249
AC_WGS_35	214	0.887	113.184	52.89%	15.511	46.307%	0.2834
AC_WGS_36	4092	0.991	617.86	15.099%	96.955	13.218%	0.0197
AC_WGS_39	3772	0.991	521.664	13.83%	68.684	13.539%	0.0183
AC_WGS_40	31	0.476	44.235	142.694%	9.625	88.232%	1.5552
AC_WGS_41	10093	0.994	1215.824	12.046%	184.423	10.963%	0.0124
AC_WGS_42	24	0.433	35.419	147.579%	8.293	90.484%	1.659
AC_WGS_43	64	0.733	60.058	93.841%	8.442	68.028%	0.7819
AC_WGS_45	36	0.654	39.922	110.894%	6.554	76.189%	1.0148
AC_WGS_46	49	0.607	56.972	116.269%	8.525	79.496%	1.0962
AC_WGS_49	2314	0.99	385.406	16.655%	49.201	13.9%	0.0307
AC_WGS_50	8271	0.998	425.695	5.147%	61.175	5.615%	0.0022
AC_WGS_51	1950	0.986	338.657	17.367%	44.966	16.774%	0.0273
AC_WGS_52	3902	0.991	514.739	13.192%	72.659	13.413%	0.0184
AC_WGS_53	580	0.979	141.174	24.34%	19.744	20.657%	0.0877
AC_WGS_11	3303	0.996	342.555	10.371%	48.497	8.894%	0.0124
AC_WGS_37	631	0.959	209.16	33.147%	29.939	28.531%	0.1251
RC596TH1	2476	0.994	369.464	14.922%	88.207	11.81%	0.018
RC597TH1	1009	0.992	188.26	18.658%	28.232	13.178%	0.0406
RC598TH1	985	0.957	286.228	29.059%	46.15	29.305%	0.0823
RC599TH1	3205	0.979	614.713	19.18%	84.015	20.236%	0.032
RC602TH1	1818	0.992	300.413	16.524%	41.427	12.948%	0.0331
RC603TH1	44688	1.0	1575.326	3.525%	266.307	2.415%	0.002
