Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence
PGENE_1T	811	1.0	70.592	8.704%	17.036	3.317%	0.0369
PGENE_2T	1005	1.0	102.013	10.151%	36.436	5.352%	0.0455
PGENE_4T	1075	1.0	75.479	7.021%	14.193	2.137%	0.0289
PGENE_5T	923	0.999	143.771	15.576%	36.92	7.489%	0.0496
PGENE_6T	775	0.999	109.302	14.103%	35.639	7.4%	0.0565
PGENE_8T	644	0.998	129.717	20.142%	41.665	11.218%	0.0702
PGENE_9T	956	0.999	151.598	15.858%	51.468	8.425%	0.0582
PGENE_10T	1095	0.999	175.904	16.064%	64.103	8.839%	0.0645
AC_WGS_1T	1451	1.0	64.854	4.47%	11.128	1.258%	0.0195
AC_WGS_2T	1549	0.999	199.167	12.858%	45.389	5.589%	0.039
AC_WGS_4	1314	0.999	206.708	15.731%	72.67	8.709%	0.0498
AC_WGS_5	1520	1.0	96.698	6.362%	18.334	2.215%	0.0175
AC_WGS_6	1765	1.0	73.716	4.177%	12.939	1.203%	0.0146
AC_WGS_9T	1785	1.0	125.19	7.013%	36.158	3.054%	0.0207
AC_WGS_10	1203	0.999	117.092	9.733%	27.042	4.053%	0.0318
AC_WGS_44	1301	1.0	154.165	11.85%	51.574	5.893%	0.0506
AC_WGS_12	1070	1.0	83.037	7.76%	20.983	3.153%	0.0269
AC_WGS_13T	1273	1.0	91.443	7.183%	16.165	2.251%	0.0241
AC_WGS_15	1511	1.0	104.978	6.948%	25.544	2.608%	0.0316
AC_WGS_17	1260	1.0	79.48	6.308%	21.656	2.732%	0.0248
AC_WGS_18T	1378	1.0	138.202	10.029%	44.244	4.961%	0.0387
AC_WGS_20T	1146	1.0	105.701	9.223%	34.612	4.72%	0.0416
AC_WGS_22	1036	1.0	92.199	8.9%	18.567	3.202%	0.0369
AC_WGS_23	1559	1.0	107.636	6.904%	20.097	2.362%	0.025
AC_WGS_24	584	1.0	51.667	8.847%	15.189	4.243%	0.0412
AC_WGS_25	1288	1.0	85.593	6.645%	24.225	2.902%	0.0269
AC_WGS_26	1179	0.998	190.059	16.12%	66.384	8.951%	0.0523
AC_WGS_27	1253	1.0	99.093	7.908%	27.316	3.549%	0.0285
AC_WGS_30	1358	1.0	130.724	9.626%	31.026	3.944%	0.0257
AC_WGS_31	1566	1.0	142.645	9.109%	53.149	4.974%	0.0316
AC_WGS_32	1606	1.0	76.058	4.736%	12.736	1.266%	0.0184
AC_WGS_33	1522	1.0	176.156	11.574%	43.987	5.551%	0.0243
AC_WGS_34	1668	1.0	96.521	5.787%	18.736	1.772%	0.0205
AC_WGS_35	1362	1.0	117.467	8.625%	38.806	4.222%	0.0349
AC_WGS_36	1860	1.0	140.945	7.578%	35.828	3.166%	0.0223
AC_WGS_39	1833	1.0	102.439	5.589%	20.486	1.775%	0.0176
AC_WGS_40	1108	1.0	138.481	12.498%	43.319	6.201%	0.0538
AC_WGS_41	1550	1.0	93.304	6.02%	16.345	1.838%	0.0167
AC_WGS_42	1038	1.0	117.229	11.294%	38.593	5.795%	0.0431
AC_WGS_43	1426	1.0	117.997	8.275%	39.453	4.248%	0.0311
AC_WGS_45	1235	1.0	150.505	12.187%	53.896	6.509%	0.0512
AC_WGS_46	1269	1.0	131.327	10.349%	43.003	5.217%	0.0448
AC_WGS_49	1064	1.0	67.004	6.297%	12.972	2.067%	0.0313
AC_WGS_50	1136	0.999	133.73	11.772%	30.218	5.27%	0.0344
AC_WGS_51	1210	0.999	156.991	12.974%	55.61	7.388%	0.0343
AC_WGS_52	1077	1.0	103.412	9.602%	29.027	4.752%	0.0268
AC_WGS_53	985	1.0	97.137	9.862%	30.421	4.957%	0.0329
AC_WGS_11	1317	1.0	96.027	7.291%	23.969	3.056%	0.0219
AC_WGS_37	1109	1.0	113.523	10.237%	38.903	5.429%	0.0367
RC596TH1	598	0.999	51.348	8.587%	9.732	3.27%	0.047
RC597TH1	611	0.998	134.496	22.012%	40.822	12.127%	0.0946
RC598TH1	303	0.999	32.268	10.65%	6.262	4.066%	0.0661
RC599TH1	434	0.999	53.385	12.301%	9.439	5.127%	0.051
RC602TH1	559	1.0	41.775	7.473%	8.585	2.958%	0.0392
RC603TH1	1119	0.999	114.576	10.239%	21.986	5.561%	0.0207
