Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence
PGENE_1T	811	1.0	104.554	12.892%	30.831	6.003%	0.0428
PGENE_2T	1005	0.999	227.506	22.637%	81.918	12.033%	0.1051
PGENE_4T	1075	1.0	96.543	8.981%	23.27	3.504%	0.0299
PGENE_5T	923	0.999	109.295	11.841%	23.671	4.801%	0.0414
PGENE_6T	775	0.999	159.907	20.633%	54.063	11.225%	0.0814
PGENE_8T	644	0.999	108.909	16.911%	32.387	8.72%	0.0595
PGENE_9T	956	0.999	209.446	21.909%	71.62	11.724%	0.0811
PGENE_10T	1095	0.999	250.117	22.842%	90.106	12.425%	0.0931
AC_WGS_1T	1451	1.0	148.898	10.262%	47.78	5.4%	0.0302
AC_WGS_2T	1549	0.999	201.78	13.026%	45.325	5.581%	0.0382
AC_WGS_4	1314	0.999	266.833	20.307%	92.983	11.144%	0.0658
AC_WGS_5	1520	1.0	96.461	6.346%	18.711	2.26%	0.0176
AC_WGS_6	1765	1.0	124.194	7.036%	34.987	3.253%	0.0174
AC_WGS_9T	1785	1.0	239.424	13.413%	83.829	7.08%	0.0358
AC_WGS_10	1203	1.0	144.883	12.043%	38.482	5.767%	0.0348
AC_WGS_44	1301	0.999	324.065	24.909%	113.12	12.926%	0.1147
AC_WGS_12	1070	0.999	161.035	15.05%	54.554	8.198%	0.0496
AC_WGS_13T	1273	1.0	91.817	7.213%	16.539	2.303%	0.0233
AC_WGS_15	1511	0.999	285.673	18.906%	94.923	9.692%	0.0718
AC_WGS_17	1260	1.0	187.857	14.909%	64.942	8.192%	0.0487
AC_WGS_18T	1378	0.999	289.638	21.019%	101.915	11.429%	0.0919
AC_WGS_20T	1146	0.999	251.703	21.964%	87.4	11.919%	0.0993
AC_WGS_22	1036	1.0	108.632	10.486%	25.417	4.383%	0.0377
AC_WGS_23	1559	1.0	93.805	6.017%	16.741	1.967%	0.0227
AC_WGS_24	584	0.999	119.534	20.468%	39.651	11.077%	0.0873
AC_WGS_25	1288	0.999	221.683	17.211%	78.258	9.375%	0.064
AC_WGS_26	1179	0.998	308.642	26.178%	108.194	14.588%	0.1035
AC_WGS_27	1253	1.0	193.744	15.462%	64.694	8.406%	0.0499
AC_WGS_30	1358	1.0	145.176	10.69%	36.527	4.643%	0.0277
AC_WGS_31	1566	0.999	335.522	21.425%	124.752	11.674%	0.0851
AC_WGS_32	1606	1.0	154.286	9.607%	43.366	4.311%	0.0252
AC_WGS_33	1522	1.0	178.974	11.759%	45.457	5.736%	0.025
AC_WGS_34	1668	1.0	166.716	9.995%	51.745	4.893%	0.0288
AC_WGS_35	1362	0.999	282.408	20.735%	101.763	11.072%	0.0872
AC_WGS_36	1860	1.0	222.66	11.971%	70.455	6.226%	0.0326
AC_WGS_39	1833	1.0	197.284	10.763%	60.444	5.237%	0.028
AC_WGS_40	1108	0.999	263.032	23.739%	88.088	12.611%	0.1061
AC_WGS_41	1550	1.0	83.324	5.376%	14.897	1.675%	0.017
AC_WGS_42	1038	0.999	249.08	23.996%	85.34	12.815%	0.1014
AC_WGS_43	1426	0.999	293.923	20.612%	103.728	11.169%	0.0838
AC_WGS_45	1235	0.999	300.952	24.369%	108.37	13.088%	0.1098
AC_WGS_46	1269	0.999	278.409	21.939%	97.864	11.872%	0.0987
AC_WGS_49	1064	1.0	110.588	10.394%	30.796	4.908%	0.038
AC_WGS_50	1136	0.999	153.316	13.496%	34.966	6.098%	0.0374
AC_WGS_51	1210	0.999	214.134	17.697%	75.096	9.977%	0.0474
AC_WGS_52	1077	1.0	114.294	10.612%	31.748	5.197%	0.0278
AC_WGS_53	985	0.999	222.946	22.634%	75.471	12.298%	0.0837
AC_WGS_11	1317	1.0	181.269	13.764%	58.257	7.428%	0.0359
AC_WGS_37	1109	0.999	242.804	21.894%	85.088	11.875%	0.0819
RC596TH1	598	0.999	73.372	12.27%	14.39	4.835%	0.052
RC597TH1	611	0.998	177.868	29.111%	53.222	15.81%	0.1274
RC598TH1	303	0.999	43.253	14.275%	9.569	6.213%	0.0723
RC599TH1	434	0.999	52.05	11.993%	9.21	5.003%	0.0536
RC602TH1	559	0.999	103.52	18.519%	27.421	9.449%	0.0657
RC603TH1	1119	0.999	83.716	7.481%	14.97	3.787%	0.0181
