Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence
PGENE_1T	3358	0.958	869.115	25.882%	130.437	28.782%	0.0576
PGENE_2T	78	0.631	78.552	100.708%	15.398	78.578%	0.8455
PGENE_4T	11503	0.981	2809.459	24.424%	617.248	19.551%	0.0495
PGENE_5T	3212	0.986	565.608	17.609%	80.03	16.793%	0.0279
PGENE_6T	611	0.927	230.025	37.647%	31.248	37.556%	0.1248
PGENE_8T	2561	0.886	1096.624	42.82%	209.021	47.766%	0.1589
PGENE_9T	856	0.938	265.039	30.962%	44.244	34.606%	0.0975
PGENE_10T	947	0.932	299.137	31.588%	44.738	36.298%	0.0781
AC_WGS_1T	1819	0.972	406.578	22.352%	58.752	23.605%	0.045
AC_WGS_2T	24682	0.999	1015.118	4.113%	266.232	4.241%	0.0014
AC_WGS_4	2094	0.945	669.523	31.973%	117.08	34.082%	0.0782
AC_WGS_5	8904	0.933	3091.988	34.726%	517.16	36.563%	0.0951
AC_WGS_6	6623	0.974	1140.068	17.214%	189.905	22.672%	0.0365
AC_WGS_9T	3208	0.969	613.698	19.13%	104.016	24.735%	0.0375
AC_WGS_10	3908	0.934	981.311	25.11%	191.781	35.976%	0.0893
AC_WGS_44	36	0.528	49.44	137.333%	7.888	85.058%	1.2997
AC_WGS_12	1535	0.979	348.311	22.691%	52.227	21.096%	0.053
AC_WGS_13T	10521	1.0	117.665	1.118%	39.745	1.328%	0.0001
AC_WGS_15	1128	0.957	310.09	27.49%	44.177	28.943%	0.0642
AC_WGS_17	2824	0.925	947.253	33.543%	175.685	38.998%	0.0938
AC_WGS_18T	27	0.37	41.658	154.289%	8.046	92.907%	1.8301
AC_WGS_20T	45	0.546	54.67	121.489%	9.737	83.803%	1.2347
AC_WGS_22	2804	0.961	726.824	25.921%	108.174	28.077%	0.0538
AC_WGS_23	7865	0.99	1042.726	13.258%	153.114	14.043%	0.0129
AC_WGS_24	92	0.669	81.672	88.774%	13.343	74.358%	0.7457
AC_WGS_25	1145	0.957	324.783	28.365%	46.777	29.539%	0.0734
AC_WGS_26	734	0.946	209.407	28.53%	30.976	32.443%	0.0821
AC_WGS_27	1590	0.936	513.423	32.291%	82.735	35.664%	0.0908
AC_WGS_30	5311	0.957	1070.11	20.149%	200.377	28.981%	0.0426
AC_WGS_31	35	0.48	46.912	134.034%	7.895	87.722%	2.3884
AC_WGS_32	4184	0.982	745.895	17.827%	106.026	19.87%	0.0243
AC_WGS_33	20315	0.985	4117.033	20.266%	677.804	17.045%	0.0383
AC_WGS_34	5428	0.971	1265.258	23.31%	256.395	23.975%	0.0444
AC_WGS_35	214	0.86	121.94	56.981%	17.158	51.224%	0.3182
AC_WGS_36	4092	0.991	632.012	15.445%	98.0	13.361%	0.0195
AC_WGS_39	3772	0.984	664.708	17.622%	92.858	18.304%	0.0278
AC_WGS_40	31	0.361	46.384	149.626%	10.173	93.256%	1.8062
AC_WGS_41	10093	0.982	1842.845	18.259%	329.961	19.614%	0.0271
AC_WGS_42	24	0.344	34.976	145.733%	8.61	93.943%	1.8289
AC_WGS_43	64	0.687	63.573	99.333%	9.018	72.669%	0.8353
AC_WGS_45	36	0.533	45.262	125.728%	7.28	84.628%	1.2333
AC_WGS_46	49	0.584	59.078	120.567%	8.703	81.156%	1.109
AC_WGS_49	2314	0.983	470.388	20.328%	65.723	18.568%	0.0403
AC_WGS_50	8271	0.928	2009.87	24.3%	409.177	37.554%	0.0647
AC_WGS_51	1950	0.977	405.797	20.81%	57.655	21.508%	0.0408
AC_WGS_52	3902	0.986	607.503	15.569%	90.15	16.642%	0.0233
AC_WGS_53	580	0.952	197.571	34.064%	29.629	30.998%	0.1149
AC_WGS_11	3303	0.992	476.081	14.414%	69.975	12.833%	0.0201
AC_WGS_37	631	0.921	277.143	43.921%	41.809	39.843%	0.17
RC596TH1	2476	0.983	588.206	23.756%	173.054	23.171%	0.0478
RC597TH1	1009	0.853	573.323	56.821%	116.529	54.392%	0.2609
RC598TH1	985	0.914	404.136	41.029%	65.627	41.672%	0.1329
RC599TH1	3205	0.972	696.679	21.737%	98.222	23.658%	0.04
RC602TH1	1818	0.974	484.781	26.666%	73.509	22.976%	0.0725
RC603TH1	44688	1.0	1977.831	4.426%	337.615	3.062%	0.0024
