Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence
PGENE_1T	10	0.626	13.859	138.59%	3.028	87.411%	1.7012
PGENE_2T	1	0.999	0.37	37.0%	0.188	18.8%	0.2049
PGENE_4T	118	0.999	26.895	22.792%	4.998	5.195%	0.183
PGENE_5T	4	0.576	5.656	141.4%	1.641	82.05%	1.5842
PGENE_8T	23	0.85	22.087	96.03%	4.82	52.906%	0.885
PGENE_9T	6	0.633	8.381	139.683%	2.546	80.512%	1.4698
PGENE_10T	5	0.48	8.195	163.9%	2.324	87.839%	1.8485
AC_WGS_1T	5	0.361	8.81	176.2%	2.468	93.282%	2.4194
AC_WGS_2T	231	0.986	38.589	16.705%	9.981	16.764%	0.0481
AC_WGS_4	20	0.991	10.705	53.525%	2.548	17.928%	0.4998
AC_WGS_5	215	1.0	10.669	4.962%	4.101	3.161%	0.0033
AC_WGS_6	30	0.894	21.818	72.727%	3.755	44.881%	0.6348
AC_WGS_9T	14	0.754	15.496	110.686%	3.158	67.329%	0.9386
AC_WGS_10	20	0.877	18.805	94.025%	3.347	49.349%	0.8422
AC_WGS_44	1	0.159	1.933	193.3%	0.989	98.9%	3.3944
AC_WGS_12	8	0.879	8.284	103.55%	2.347	50.038%	1.0758
AC_WGS_13T	11	0.532	14.812	134.655%	2.823	85.117%	1.5426
AC_WGS_15	3	0.896	2.645	88.167%	1.054	47.136%	1.1952
AC_WGS_17	18	0.891	16.362	90.9%	3.003	48.715%	0.6655
AC_WGS_22	4	0.586	5.574	139.35%	1.627	81.35%	1.7061
AC_WGS_23	57	0.988	27.123	47.584%	5.19	16.29%	0.3631
AC_WGS_25	9	0.738	10.49	116.556%	2.455	68.089%	1.2327
AC_WGS_26	2	0.765	2.097	104.85%	0.933	65.973%	1.2195
AC_WGS_27	9	0.611	10.736	119.289%	3.86	80.487%	1.3017
AC_WGS_30	9	0.341	13.991	155.456%	3.192	96.242%	2.4808
AC_WGS_32	27	0.788	25.648	94.993%	4.869	62.341%	0.7975
AC_WGS_33	248	0.999	38.573	15.554%	7.838	5.718%	0.0583
AC_WGS_34	24	0.771	22.988	95.783%	3.926	63.688%	0.7777
AC_WGS_35	1	0.999	0.37	37.0%	0.188	18.8%	0.2049
AC_WGS_36	13	0.663	14.978	115.215%	3.444	75.154%	1.1932
AC_WGS_39	9	0.48	13.915	154.611%	3.163	87.726%	1.7458
AC_WGS_41	39	0.918	29.408	75.405%	5.388	42.463%	0.5513
AC_WGS_49	9	0.712	10.872	120.8%	2.541	70.475%	1.339
AC_WGS_50	59	0.881	39.284	66.583%	6.753	47.397%	0.4318
AC_WGS_51	15	0.934	13.376	89.173%	3.016	38.616%	0.8365
AC_WGS_52	19	0.951	16.13	84.895%	3.471	35.243%	0.7389
AC_WGS_53	6	0.87	5.798	96.633%	2.019	58.284%	1.5489
AC_WGS_11	12	0.538	15.766	131.383%	3.172	84.775%	1.311
AC_WGS_37	6	0.795	6.994	116.567%	1.758	62.155%	1.2367
RC596TH1	10	0.471	14.335	143.35%	3.308	88.41%	1.6451
RC597TH1	6	0.485	8.846	147.433%	2.146	87.61%	1.8809
RC598TH1	6	0.719	7.625	127.083%	2.342	82.802%	2.0545
RC599TH1	9	0.459	13.376	148.622%	2.961	89.278%	1.7674
RC602TH1	19	0.934	14.86	78.211%	3.175	35.722%	0.7717
RC603TH1	345	0.999	49.204	14.262%	9.019	4.154%	0.0482
